0.000000000000000000e+00 9.856755721887783261e-02 2.936085718145505230e-01 2.942594194738156199e-01 2.943118170170624937e-01 2.942872422470018678e-01 2.941688529214008252e-01 2.943585269043835773e-01 2.943213922974826646e-01 2.940416359146228453e-01 2.938540121408875772e-01 2.942138233651303003e-01 2.942218895463037387e-01 2.943093210710546193e-01 2.939593184587226959e-01 2.935851554973946675e-01 9.843189947944942786e-02
0.000000000000000000e+00 9.845309251968770159e-02 2.935554226435331260e-01 2.942586454813204133e-01 2.943156200715186799e-01 2.942848079130883088e-01 2.941688777108363295e-01 2.943588520358979554e-01 2.943243500763561005e-01 2.940364207988985790e-01 2.938583976029884859e-01 2.942158722231911772e-01 2.942173758919441884e-01 2.943106906911567844e-01 2.939585440402193717e-01 2.935346484235730746e-01 9.832162557748562459e-02
0.000000000000000000e+00 9.826645479459795995e-02 2.934695731970288768e-01 2.942574994475995465e-01 2.943199726908674596e-01 2.942820875981340123e-01 2.941685328834801605e-01 2.943600083481032748e-01 2.943265886796896935e-01 2.940317433219060694e-01 2.938628595288775847e-01 2.942177318415754583e-01 2.942129157841200660e-01 2.943122985531635982e-01 2.939580387085589663e-01 2.934515017471929776e-01 9.813894029185107892e-02
0.000000000000000000e+00 9.801066826424476019e-02 2.933523587046680259e-01 2.942558064907339066e-01 2.943247635095631032e-01 2.942792461105373514e-01 2.941676721390718008e-01 2.943619797936367632e-01 2.943281023889945947e-01 2.940277784777490244e-01 2.938672115746339686e-01 2.942194310695961934e-01 2.942085891619264926e-01 2.943141038357737216e-01 2.939579080014714796e-01 2.933364953495734007e-01 9.788693389673243372e-02
0.000000000000000000e+00 9.768973443775169629e-02 2.932049993457189752e-01 2.942538849324053407e-01 2.943298147278102794e-01 2.942762002080582806e-01 2.941664133953573179e-01 2.943645040316237860e-01 2.943291262765889149e-01 2.940242931682550132e-01 2.938716857404557459e-01 2.942208742482055883e-01 2.942045042207244165e-01 2.943160019178465148e-01 2.939581746517687111e-01 2.931906966407963888e-01 9.756961290141051568e-02
0.000000000000000000e+00 9.730832163125051337e-02 2.930291130283899093e-01 2.942516071093788654e-01 2.943352720266763645e-01 2.942728047066271446e-01 2.941647459886507776e-01 2.943673503024946125e-01 2.943300728105027186e-01 2.940212024170192895e-01 2.938761151425981488e-01 2.942220124164848793e-01 2.942008012328363731e-01 2.943179486026543668e-01 2.939587587958581993e-01 2.930155505559536855e-01 9.719150548050124738e-02
0.000000000000000000e+00 9.687152245723082422e-02 2.928263380749862033e-01 2.942491464166382409e-01 2.943409954802866935e-01 2.942688335078997297e-01 2.941629869925669882e-01 2.943703474415408361e-01 2.943309364700862352e-01 2.940185028635654563e-01 2.938805277969253060e-01 2.942227535587534359e-01 2.941974643481291563e-01 2.943200279812077658e-01 2.939595712884047196e-01 2.928125771035818281e-01 9.675756563366237628e-02
0.000000000000000000e+00 9.638466122001768110e-02 2.925983658071989457e-01 2.942464913248725722e-01 2.943471534643375964e-01 2.942639704211117424e-01 2.941613681015978754e-01 2.943732724727614603e-01 2.943318879866497206e-01 2.940161060715413832e-01 2.938849733034121225e-01 2.942228084690108880e-01 2.941948801042279515e-01 2.943221623644504681e-01 2.939603410379806880e-01 2.925835098324967021e-01 9.627295884033516826e-02
0.000000000000000000e+00 9.585307500765233302e-02 2.923469109039033564e-01 2.942437015796968147e-01 2.943537120531213858e-01 2.942581421448818846e-01 2.941598961942166190e-01 2.943759558567578538e-01 2.943331118524595280e-01 2.940140171518567103e-01 2.938893222442670594e-01 2.942223102423496828e-01 2.941929691283816650e-01 2.943242623059790786e-01 2.939612425847865640e-01 2.923297988836392469e-01 9.574300225403013787e-02
0.000000000000000000e+00 9.528201375990107136e-02 2.920735668971046195e-01 2.942408547365822358e-01 2.943604222578641849e-01 2.942515733326246385e-01 2.941584179940128219e-01 2.943786514069415827e-01 2.943343180295241446e-01 2.940124273527785492e-01 2.938934740630217424e-01 2.942212096929794907e-01 2.941918298903771212e-01 2.943262242655516614e-01 2.939623245342881663e-01 2.920529929721341622e-01 9.517298303676043070e-02
0.000000000000000000e+00 9.467663157734944324e-02 2.917795428197583196e-01 2.942379447557093575e-01 2.943673776271088505e-01 2.942443635709008909e-01 2.941567525796106031e-01 2.943816212791138254e-01 2.943353165016646678e-01 2.940113490864779133e-01 2.938975044637667233e-01 2.942195353046850315e-01 2.941911887097563016e-01 2.943283283880100965e-01 2.939633038074786486e-01 2.917548142319897897e-01 9.456800166211822012e-02
0.000000000000000000e+00 9.404161605610794616e-02 2.914661179670194890e-01 2.942350012774954116e-01 2.943745222977282583e-01 2.942363867381049825e-01 2.941552519379838637e-01 2.943847693945958466e-01 2.943361023762496309e-01 2.940107271958896096e-01 2.939012214625946195e-01 2.942176495008099191e-01 2.941907481364964272e-01 2.943307153614221350e-01 2.939641249885819319e-01 2.914366893509018897e-01 9.393296309643536790e-02
0.000000000000000000e+00 9.338122104074671193e-02 2.911344841056037747e-01 2.942321352455688488e-01 2.943814917735774195e-01 2.942278577025038144e-01 2.941541484140442475e-01 2.943880706181744022e-01 2.943365378696993773e-01 2.940107936626283891e-01 2.939042780407944977e-01 2.942157192771681640e-01 2.941904443126963642e-01 2.943334336724210964e-01 2.939646024103064748e-01 2.911000775424086862e-01 9.327240170648880280e-02
0.000000000000000000e+00 9.269916763432389795e-02 2.907859228391416195e-01 2.942291581123547828e-01 2.943882971141884575e-01 2.942190920465380666e-01 2.941532219768544509e-01 2.943916812720960841e-01 2.943366490406918445e-01 2.940114661622738601e-01 2.939065677696219847e-01 2.942139522230005078e-01 2.941901107242081426e-01 2.943364207958414913e-01 2.939647254013728062e-01 2.907462980983703815e-01 9.259038240685467380e-02
0.000000000000000000e+00 9.199889423087911910e-02 2.904213665223528418e-01 2.942261480828594067e-01 2.943948729335266745e-01 2.942101798350585939e-01 2.941525036966987083e-01 2.943957002745016260e-01 2.943364116415097542e-01 2.940126168614649038e-01 2.939081170365224205e-01 2.942123694685137014e-01 2.941898406803901689e-01 2.943394990939915967e-01 2.939645140412490698e-01 2.903765517484573344e-01 9.189048530007487559e-02
0.000000000000000000e+00 9.128335229706760479e-02 2.900417987096780559e-01 2.942232436606077028e-01 2.944012554032836015e-01 2.942009906301067956e-01 2.941520397959909716e-01 2.944003872373064934e-01 2.943356250111740513e-01 2.940141814836833012e-01 2.939088526574739069e-01 2.942111666607218901e-01 2.941895719337941362e-01 2.943425334620906608e-01 2.939640118551927195e-01 2.899920843656241254e-01 9.117572146035374248e-02
0.000000000000000000e+00 9.055522184815915920e-02 2.896482802399634737e-01 2.942201719492769096e-01 2.944077688105545820e-01 2.941914353480781785e-01 2.941519001622322493e-01 2.944058981431017519e-01 2.943339326020187330e-01 2.940160598990609886e-01 2.939089152267782556e-01 2.942105938133614540e-01 2.941891521345491589e-01 2.943454335114982223e-01 2.939633050831193528e-01 2.895939031147859999e-01 9.044876859155323578e-02
0.000000000000000000e+00 8.981707871826798140e-02 2.892415568608326937e-01 2.942170800168423250e-01 2.944143012221089872e-01 2.941815028113483055e-01 2.941523508774206430e-01 2.944119970780363360e-01 2.943314448018141682e-01 2.940179532964143916e-01 2.939084220974055306e-01 2.942107782291980556e-01 2.941885588837994669e-01 2.943482312059346184e-01 2.939624647919178435e-01 2.891827114328854864e-01 8.971207923503894677e-02
0.000000000000000000e+00 8.907126393217723592e-02 2.888224860631251056e-01 2.942137796626215218e-01 2.944210373004039205e-01 2.941712937183053045e-01 2.941534663030792585e-01 2.944183685769082848e-01 2.943282397471184142e-01 2.940198623931745692e-01 2.939075049423017227e-01 2.942116409834700796e-01 2.941878480174768828e-01 2.943508467501774195e-01 2.939615151471149934e-01 2.887592775649943100e-01 8.896777558439908362e-02
0.000000000000000000e+00 8.831994770760534519e-02 2.883917193352840691e-01 2.942103818537907256e-01 2.944280748175084894e-01 2.941608184001568982e-01 2.941552888496815066e-01 2.944248259795828049e-01 2.943243652993490778e-01 2.940216477168123288e-01 2.939066250073112951e-01 2.942127879255946876e-01 2.941870971987854411e-01 2.943532646817787479e-01 2.939605599389747970e-01 2.883241642478528988e-01 8.821782511557059447e-02
0.000000000000000000e+00 8.756506285167051096e-02 2.879499317099780686e-01 2.942069995678641692e-01 2.944353866918564822e-01 2.941501875485942330e-01 2.941576643786405487e-01 2.944313983924889966e-01 2.943200627251570389e-01 2.940228874462910702e-01 2.939061363806699800e-01 2.942140862878044327e-01 2.941862288895127908e-01 2.943555664259675519e-01 2.939596194003342156e-01 2.878778538306292489e-01 8.746409717829310704e-02
0.000000000000000000e+00 8.680822041358807195e-02 2.874979053510831051e-01 2.942037840411497185e-01 2.944428116328498546e-01 2.941393013082134744e-01 2.941607905047142202e-01 2.944378012060530070e-01 2.943155969053691812e-01 2.940235843441248997e-01 2.939062591409771219e-01 2.942150694726653470e-01 2.941854517257982971e-01 2.943576971756499683e-01 2.939587360262723159e-01 2.874209541040095295e-01 8.670820617219082704e-02
0.000000000000000000e+00 8.605092045348745888e-02 2.870359769285742435e-01 2.942012874654911236e-01 2.944499440804736468e-01 2.941283289240858023e-01 2.941646504964645636e-01 2.944438856707948804e-01 2.943111682933899909e-01 2.940237040063099494e-01 2.939070871247720373e-01 2.942154515244251867e-01 2.941848917759118387e-01 2.943597087396808143e-01 2.939579284545235649e-01 2.869539914509465217e-01 8.595165783853392361e-02
0.000000000000000000e+00 8.529446676724629361e-02 2.865645689291887455e-01 2.941997839424833616e-01 2.944566372913011709e-01 2.941171437144569634e-01 2.941693114411978449e-01 2.944496685769453781e-01 2.943068351682662231e-01 2.940233251829663108e-01 2.939085779250860675e-01 2.942151648331561842e-01 2.941844384809979562e-01 2.943619675514749234e-01 2.939568479740246043e-01 2.864777794490185880e-01 8.519568407615367434e-02
0.000000000000000000e+00 8.454001601615290795e-02 2.860841845849602660e-01 2.941993396096597713e-01 2.944627378610074064e-01 2.941059962937171424e-01 2.941745187441675013e-01 2.944549985036146178e-01 2.943028519350179839e-01 2.940224533098103610e-01 2.939107035039975058e-01 2.942142093798494895e-01 2.941842270934714731e-01 2.943641927592172136e-01 2.939557780651935737e-01 2.859929376801035872e-01 8.444131445277461290e-02
0.000000000000000000e+00 8.378853543803758963e-02 2.855954743694794629e-01 2.941998706888085957e-01 2.944681104034528318e-01 2.940949221819872950e-01 2.941803713405947152e-01 2.944598386609338925e-01 2.942992656371163918e-01 2.940210380731093642e-01 2.939133493211085191e-01 2.942128773278560039e-01 2.941841947819667236e-01 2.943663408490199140e-01 2.939545876534687685e-01 2.855003294598013608e-01 8.368936779148893057e-02
0.000000000000000000e+00 8.304084215018714410e-02 2.850990701223625190e-01 2.942013534343559944e-01 2.944727507070722394e-01 2.940837678888227891e-01 2.941869663705820037e-01 2.944641709068137603e-01 2.942961757656557542e-01 2.940189143175090392e-01 2.939167493395332675e-01 2.942110466874443553e-01 2.941843207188812870e-01 2.943685167882653664e-01 2.939532232976929116e-01 2.850005871583120576e-01 8.294058663866879511e-02
0.000000000000000000e+00 8.229765210800928099e-02 2.845955612005930391e-01 2.942036455846139820e-01 2.944766712604544590e-01 2.940728683975348257e-01 2.941939306166440615e-01 2.944680074352115651e-01 2.942937653909440954e-01 2.940160015744046063e-01 2.939207711206112128e-01 2.942089477192009750e-01 2.941845866055914360e-01 2.943704221243325647e-01 2.939519537058270515e-01 2.844944005775149609e-01 8.219543585759879478e-02
0.000000000000000000e+00 8.155953753669717421e-02 2.840856012171677492e-01 2.942065276483948888e-01 2.944797652402013632e-01 2.940626189729499962e-01 2.942010494343456628e-01 2.944710781419227486e-01 2.942925185441751523e-01 2.940122192232106912e-01 2.939249346323598022e-01 2.942070485374959077e-01 2.941848059253907577e-01 2.943722815850335905e-01 2.939504912972668582e-01 2.839824481160516667e-01 8.145438511834926509e-02
0.000000000000000000e+00 8.082693297204343597e-02 2.835697253209181201e-01 2.942099167999150389e-01 2.944820467075611736e-01 2.940529705632419777e-01 2.942084422068545480e-01 2.944732860591622314e-01 2.942923595276081272e-01 2.940076415623157913e-01 2.939292597433246224e-01 2.942054791366641164e-01 2.941846979383938021e-01 2.943741345018267008e-01 2.939490755140884981e-01 2.834650255781270278e-01 8.071789432911131990e-02
0.000000000000000000e+00 8.010012763007032244e-02 2.830485256527250915e-01 2.942137317779673911e-01 2.944833693598757907e-01 2.940440351474486458e-01 2.942160355986495612e-01 2.944746103709190987e-01 2.942932167066991678e-01 2.940026895761532200e-01 2.939330911930830847e-01 2.942046445465129056e-01 2.941841773768584800e-01 2.943759088679245850e-01 2.939478211075624015e-01 2.829425710409000927e-01 7.998631925896805550e-02
0.000000000000000000e+00 7.937929545948461951e-02 2.825225533374319808e-01 2.942177185196668820e-01 2.944840649288835710e-01 2.940355639295206269e-01 2.942238306794099367e-01 2.944750248686583971e-01 2.942950313341979318e-01 2.939974793668148623e-01 2.939364087638910994e-01 2.942044048013119362e-01 2.941832101899098939e-01 2.943778721502175455e-01 2.939467363610299144e-01 2.824152441095232335e-01 7.926015693502300175e-02
0.000000000000000000e+00 7.866455116064682840e-02 2.819922482850222845e-01 2.942217629509147336e-01 2.944841965118925597e-01 2.940274876364624701e-01 2.942318157859299399e-01 2.944745020432465998e-01 2.942976491727773425e-01 2.939922453361014654e-01 2.939391490037971399e-01 2.942048458306790182e-01 2.941817562387066820e-01 2.943799683149457280e-01 2.939457508403232056e-01 2.818835058761257617e-01 7.853979149696964368e-02
0.000000000000000000e+00 7.795599348887678748e-02 2.814578212881375663e-01 2.942260351628370740e-01 2.944837092804455381e-01 2.940197895034241116e-01 2.942397541361629343e-01 2.944732290602532498e-01 2.943009414146307012e-01 2.939871307998412342e-01 2.939414466937298465e-01 2.942057043753616985e-01 2.941797882790614382e-01 2.943823109192668097e-01 2.939450057871219602e-01 2.813474113854869119e-01 7.782577179385205546e-02
0.000000000000000000e+00 7.725375015639006360e-02 2.809192701018046190e-01 2.942308571819938767e-01 2.944825626603885249e-01 2.940123711832245967e-01 2.942476754695062535e-01 2.944712181431116127e-01 2.943046639288878774e-01 2.939823001412328329e-01 2.939434141944665679e-01 2.942070270336895055e-01 2.941771148500931243e-01 2.943849870953308967e-01 2.939443372310244773e-01 2.808074031964108985e-01 7.711851188524702916e-02
