-6.354771529908017413e+00	-5.458442687749236022e+00	-4.908440110319857830e+00	-4.534540963457960316e+00
-6.362952049714269975e+00	-5.463189679462410631e+00	-4.911386869507138542e+00	-4.536400350598913889e+00
-6.376483662210674197e+00	-5.471033597997868370e+00	-4.916252459343833259e+00	-4.539468565941605860e+00
-6.395300613085233010e+00	-5.481925590246007118e+00	-4.923002417543474785e+00	-4.543722055263869741e+00
-6.419312411928988382e+00	-5.495798411935129302e+00	-4.931589308639437341e+00	-4.549128389303648490e+00
-6.448437036195348249e+00	-5.512586454453035856e+00	-4.941965586971935664e+00	-4.555654653129818321e+00
-6.482590741584006722e+00	-5.532219719311163963e+00	-4.954079757342173096e+00	-4.563264925442762632e+00
-6.521699879633769292e+00	-5.554630978629763405e+00	-4.967880988468936998e+00	-4.571923280978908544e+00
-6.565693820621191890e+00	-5.579751691264179136e+00	-4.983316599180376727e+00	-4.581592205622772696e+00
-6.614509835272039062e+00	-5.607514953267646263e+00	-5.000333935640225214e+00	-4.592233774700790860e+00
-6.668106721639519563e+00	-5.637863760835660543e+00	-5.018885853834721189e+00	-4.603813408085297709e+00
-6.726466937947217950e+00	-5.670752043100185880e+00	-5.038931278020141846e+00	-4.616300153447631338e+00
-6.789598201328650440e+00	-5.706145135559806292e+00	-5.060435270923842488e+00	-4.629666561651140988e+00
-6.857554619114671013e+00	-5.744031475879773474e+00	-5.083376223860132548e+00	-4.643893266082399940e+00
-6.930414243824910336e+00	-5.784409221462514239e+00	-5.107737440335847978e+00	-4.658963605829065990e+00
-7.008315951102364494e+00	-5.827306595801475808e+00	-5.133519575683392233e+00	-4.674871489123426649e+00
-7.091438263200343428e+00	-5.872769055098053137e+00	-5.160732574345455959e+00	-4.691616285825538135e+00
-7.179962927688213092e+00	-5.920838043923275507e+00	-5.189382432618604213e+00	-4.709194384421787838e+00
-7.274115684400927151e+00	-5.971573219870188964e+00	-5.219484715582436429e+00	-4.727607696957123018e+00
-7.374136166651570790e+00	-6.025034652443122418e+00	-5.251053451075253342e+00	-4.746856591391899194e+00
-7.480290322789485913e+00	-6.081289200782240556e+00	-5.284105054957680458e+00	-4.766942441478986048e+00
-7.592896772893690027e+00	-6.140423576168063668e+00	-5.318665873002824007e+00	-4.787872184374648121e+00
-7.712283499731229952e+00	-6.202519507242252317e+00	-5.354757019986856825e+00	-4.809648836996639254e+00
-7.838862210149049048e+00	-6.267692620475081355e+00	-5.392417635337749537e+00	-4.832286065775523554e+00
-7.973078412499188694e+00	-6.336063078928336090e+00	-5.431686532729934846e+00	-4.855796352947211680e+00
-8.115475892913625700e+00	-6.407787840310465555e+00	-5.472621277021575636e+00	-4.880202972755218305e+00
-8.266665692223259754e+00	-6.483040648619657453e+00	-5.515285454577965929e+00	-4.905531785383579368e+00
-8.427347300519365092e+00	-6.562019548511597300e+00	-5.559752350723490721e+00	-4.931813204278182816e+00
-8.598331920734036515e+00	-6.644955217409213688e+00	-5.606109524784669063e+00	-4.959085160353889243e+00
-8.780516733747273150e+00	-6.732092551404327274e+00	-5.654447012160244590e+00	-4.987385489395538052e+00
-8.974940916840997929e+00	-6.823713401575400184e+00	-5.704869613479729651e+00	-5.016759173559167451e+00
-9.182780575675845824e+00	-6.920127035692398287e+00	-5.757490483659315039e+00	-5.047254365615814642e+00
-9.405383955719271327e+00	-7.021679323404043771e+00	-5.812435094717935513e+00	-5.078924354916607875e+00
-9.644202605525334704e+00	-7.128711395997759936e+00	-5.869817115783268591e+00	-5.111813086562666975e+00
-9.900919065295086696e+00	-7.241610514717271130e+00	-5.929766019301810687e+00	-5.145971580451940142e+00
-1.017746461387297074e+01	-7.360804091511813141e+00	-5.992421709052020873e+00	-5.181454083526610965e+00
-1.047606734225668035e+01	-7.486765994829596593e+00	-6.057936754913723298e+00	-5.218319525595349617e+00
-1.079932969786021957e+01	-7.620030492936851196e+00	-6.126481626345755771e+00	-5.256634068832245710e+00
-1.115025335664195794e+01	-7.761177763622051806e+00	-6.198233927962880863e+00	-5.296463960926435455e+00
-1.153240827349475239e+01	-7.910874945059081398e+00	-6.273397551861880750e+00	-5.337886371704411381e+00
-1.194997233481316812e+01	-8.069853197524226474e+00	-6.352187136216661756e+00	-5.380979887570473963e+00
-1.240796792905974399e+01	-8.238952637536179680e+00	-6.434846681027966753e+00	-5.425834067901480040e+00
-1.291229511535403596e+01	-8.419075200803925796e+00	-6.521621935673297621e+00	-5.472533899382256983e+00
-1.347012291997355682e+01	-8.611254410534050052e+00	-6.612789885722793137e+00	-5.521175251074645907e+00
-1.409015230846285505e+01	-8.816648727842753885e+00	-6.708649318586669352e+00	-5.571859035843589325e+00
-1.478306121159876163e+01	-9.036563147782464611e+00	-6.809523236607274654e+00	-5.624691280385469838e+00
-1.556213472459302771e+01	-9.272484396014146313e+00	-6.915766475964112203e+00	-5.679785975370634787e+00
-1.644382961209821303e+01	-9.526032809942146073e+00	-7.027734074731155189e+00	-5.737247696549542475e+00
-1.744885268278066448e+01	-9.798992688178596921e+00	-7.145785327227886619e+00	-5.797173063977360208e+00
-1.860432702892211410e+01	-1.009350780873717213e+01	-7.270356551503664555e+00	-5.859687223116476495e+00
-1.994581999375694181e+01	-1.041201582737202536e+01	-7.401912175953981432e+00	-5.924916335879467866e+00
-2.152095173901849989e+01	-1.075730930220877823e+01	-7.540950391467557523e+00	-5.992989147634985692e+00
-2.339554416034807716e+01	-1.113271456222562961e+01	-7.688049966434211235e+00	-6.064057990983052981e+00
-2.566143986759839990e+01	-1.154190770537659283e+01	-7.843763889954648683e+00	-6.138243789536572237e+00
-2.845336680836723531e+01	-1.198934770466529898e+01	-8.008754883429100246e+00	-6.215701235168070937e+00
-3.197721190249279033e+01	-1.248048222025006559e+01	-8.183814627502078665e+00	-6.296622764426544450e+00
-3.656138658917123507e+01	-1.302172661676275389e+01	-8.369785927249951740e+00	-6.381196802050541628e+00
-4.276982045021188128e+01	-1.362121319501121697e+01	-8.567738445968332783e+00	-6.469683911708250079e+00
-5.165732311617720285e+01	-1.428925513657554625e+01	-8.778987154659642300e+00	-6.562414621800975567e+00
-6.543716789028833603e+01	-1.503841873668431006e+01	-9.004946195448852109e+00	-6.659714071957997028e+00
-8.968628599562347858e+01	-1.588451931605951017e+01	-9.247231003018642426e+00	-6.761938408283160840e+00
-1.436595067712254661e+02	-1.684785457604594328e+01	-9.507726245327045689e+00	-6.869491964934399064e+00
-3.683184948994360184e+02	-1.795413890634895893e+01	-9.788448138715102331e+00	-6.982754931020606293e+00
6.296885650387051783e+02	-1.923751446668146414e+01	-1.009179469228004500e+01	-7.102173104866202458e+00
1.680715877289120215e+02	-2.074427658605721803e+01	-1.042063148035743403e+01	-7.228268428289521985e+00
9.642197588837204592e+01	-2.253815051055182295e+01	-1.077828206104046949e+01	-7.361605862031475489e+00
6.733051159010247488e+01	-2.470935476362080507e+01	-1.116862449742723484e+01	-7.502798760271628176e+00
5.156818054059159095e+01	-2.738936851013852092e+01	-1.159611859496144781e+01	-7.652480119390732582e+00
4.168667392222072721e+01	-3.077836770499948216e+01	-1.206601728438842791e+01	-7.811332884785634256e+00
3.491787438953301859e+01	-3.519547120338786073e+01	-1.258440310225415537e+01	-7.980046743443598878e+00
2.999629879367557805e+01	-4.118340522252928793e+01	-1.315842543934341258e+01	-8.159333006690859591e+00
2.626045968186829072e+01	-4.974871198908747516e+01	-1.379671882095654212e+01	-8.349972423090829210e+00
2.333014701844145122e+01	-6.299694186444953203e+01	-1.451003825455716978e+01	-8.552886999783430255e+00
2.097083838834417335e+01	-8.620307473933745257e+01	-1.531215500420325348e+01	-8.769226117415559685e+00
1.903098081229955696e+01	-1.373285277240291009e+02	-1.622043742219206308e+01	-9.000288226759016297e+00
1.740826149842937554e+01	-3.426741625801418536e+02	-1.725712031759953646e+01	-9.247549861566996654e+00
1.603151692781281668e+01	6.719120328944599123e+02	-1.845071075050402953e+01	-9.512603915971023838e+00
1.484939289446634092e+01	1.684724974994949207e+02	-1.983881884577816379e+01	-9.797255271251184894e+00
1.382386430007433908e+01	9.595077368551791608e+01	-2.147218909562990419e+01	-1.010357347896834668e+01
1.292609479199584221e+01	6.690834424080874498e+01	-2.342117294989022014e+01	-1.043397398009585686e+01
1.213402583820801617e+01	5.126911981630719595e+01	-2.578545454275261406e+01	-1.079118174568394650e+01
1.142959369197418695e+01	4.148893801319354679e+01	-2.871584423387337637e+01	-1.117887972819195497e+01
1.079866920466272973e+01	3.479138738798928898e+01	-3.244585973279929902e+01	-1.160141359431921870e+01
1.023021312139275452e+01	2.991665078741802475e+01	-3.735557799554947422e+01	-1.206378925531434909e+01
9.715280507065353177e+00	2.620901255848709255e+01	-4.411152154318968854e+01	-1.257203673872366423e+01
9.246734111484585128e+00	2.329465878969218906e+01	-5.399369524342115767e+01	-1.313321508807104721e+01
8.818473531609321014e+00	2.094306487409666673e+01	-6.983037362908896739e+01	-1.375621069456827605e+01
8.425448665112581281e+00	1.900525972404641450e+01	-9.933156299352548046e+01	-1.445196693980066982e+01
8.063378122263458181e+00	1.738039721006851579e+01	-1.736429875546298263e+02	-1.523428646626910243e+01
7.728713872451387523e+00	1.599821221156597062e+01	-7.174339273941591273e+02	-1.612048677681648456e+01
7.418457214929090604e+00	1.480811394404281067e+01	3.301322917606291867e+02	-1.713272353061867292e+01
7.130179076146749395e+00	1.377318912417220531e+01	1.331818495274586382e+02	-1.829922413336155529e+01
6.861717538702882813e+00	1.286525664785604839e+01	8.302964593527121906e+01	-1.965762528586869706e+01
6.611609810534468501e+00	1.206395366386423618e+01	6.014747839946385000e+01	-2.125550118301477553e+01
6.378364656636190233e+00	1.135255445992350154e+01	4.706377978672694695e+01	-2.315899184258289623e+01
6.160867581571242368e+00	1.071832094369395882e+01	3.861365348110498985e+01	-2.545795054777151378e+01
5.957769388788764608e+00	1.014990246855893119e+01	3.271130685398534155e+01	-2.828644876794481888e+01
5.767772199754699791e+00	9.637805594006490395e+00	2.835744037357547853e+01	-3.184903818298136358e+01
5.589719155612439039e+00	9.174256104045657167e+00	2.501479687999869483e+01	-3.647139371370342786e+01
5.422496064297698481e+00	8.752616396444258484e+00	2.236749370320054453e+01	-4.270969510206820985e+01
5.265030606194363472e+00	8.367173139371299584e+00	2.021754457627364232e+01	-5.159889353209594276e+01
