2.581441596435112840e-01 2.168735191649455996e-01 1.874361631008492068e-01 1.657761359920516542e-01 1.493584549661165772e-01 1.365665569635665377e-01 1.263475232021963324e-01 1.180003940951286356e-01 1.110480401907291415e-01 1.051584131563728236e-01
2.939381576516546524e-01 2.852186888192764780e-01 2.737385129991798394e-01 2.615396261973049197e-01 2.496176512983432627e-01 2.384178368720541452e-01 2.281013572699888969e-01 2.186876085001479009e-01 2.101295641954351034e-01 2.023530555779338436e-01
2.943625365591297505e-01 2.936280095597597617e-01 2.915536255615718275e-01 2.882603400080850364e-01 2.840319992850640629e-01 2.791635510197775227e-01 2.739059290580544981e-01 2.684534324402989003e-01 2.629480147987173777e-01 2.574888866538281307e-01
2.940734666067590375e-01 2.941049197284887340e-01 2.939076577874575325e-01 2.933528925920415031e-01 2.923767875325376520e-01 2.909721896783199480e-01 2.891698049784369173e-01 2.870209185184219303e-01 2.845848272233767462e-01 2.819208505723602709e-01
2.942999738712219759e-01 2.942609350826173586e-01 2.942199589350360522e-01 2.941327844154186799e-01 2.939530209370816993e-01 2.936413860284207700e-01 2.931702093445699431e-01 2.925241608860085218e-01 2.916987971770793608e-01 2.906981920456899182e-01
2.942433574090567161e-01 2.942274106940466205e-01 2.942137518368143079e-01 2.941972066722045587e-01 2.941673010919020337e-01 2.941100415034815230e-01 2.940101270891528062e-01 2.938528760694136266e-01 2.936255585389055955e-01 2.933181150759954781e-01
2.940883102362975565e-01 2.941119978143978408e-01 2.941295013302061556e-01 2.941418378895842567e-01 2.941485664433905467e-01 2.941473027962638875e-01 2.941336489843854873e-01 2.941014744897968436e-01 2.940434157199505183e-01 2.939514580940610911e-01
2.940883102362975565e-01 2.941119978143977298e-01 2.941295013302061001e-01 2.941418378895842567e-01 2.941485664433904357e-01 2.941473027962638320e-01 2.941336489843854873e-01 2.941014744897968436e-01 2.940434157199505183e-01 2.939514580940610911e-01
2.942433574090567161e-01 2.942274106940467870e-01 2.942137518368142524e-01 2.941972066722045587e-01 2.941673010919020892e-01 2.941100415034814120e-01 2.940101270891528062e-01 2.938528760694135711e-01 2.936255585389056511e-01 2.933181150759954225e-01
2.942999738712219759e-01 2.942609350826174142e-01 2.942199589350361077e-01 2.941327844154187909e-01 2.939530209370815883e-01 2.936413860284207145e-01 2.931702093445698876e-01 2.925241608860085218e-01 2.916987971770793608e-01 2.906981920456899737e-01
2.940734666067590375e-01 2.941049197284887340e-01 2.939076577874574769e-01 2.933528925920415031e-01 2.923767875325375964e-01 2.909721896783198924e-01 2.891698049784369728e-01 2.870209185184219303e-01 2.845848272233767462e-01 2.819208505723602709e-01
2.943625365591297505e-01 2.936280095597597617e-01 2.915536255615717720e-01 2.882603400080849809e-01 2.840319992850640629e-01 2.791635510197775227e-01 2.739059290580544426e-01 2.684534324402987338e-01 2.629480147987173222e-01 2.574888866538281862e-01
2.939381576516546524e-01 2.852186888192764780e-01 2.737385129991798394e-01 2.615396261973048087e-01 2.496176512983432627e-01 2.384178368720541452e-01 2.281013572699888692e-01 2.186876085001477898e-01 2.101295641954349924e-01 2.023530555779338991e-01
2.581441596435112840e-01 2.168735191649455718e-01 1.874361631008491791e-01 1.657761359920516264e-01 1.493584549661166050e-01 1.365665569635665655e-01 1.263475232021963324e-01 1.180003940951285940e-01 1.110480401907291415e-01 1.051584131563728652e-01
