6.852682222390067647e-04 1.824968125612719120e-04 -2.336520534678480064e-05 -3.339798125836962212e-06 8.896193916872511704e-06 4.062705437858560436e-06 -3.494358163576827655e-06 7.318621305497706607e-06 -2.160764608488880385e-06 1.534301773692754625e-06 1.894240218403907234e-06 3.898413521278541749e-06 4.964280784374553541e-06 -1.951124450163600403e-06 1.242606683602526900e-06 2.163718533059805106e-06 5.503543886517338152e-07 9.081739219528292628e-07 7.161803646533744760e-07 7.239436975460037641e-07 3.336836278925235752e-07 4.002899671109180437e-07 3.212495742669831285e-07 1.756874978614906678e-07 9.859619504664955626e-08 2.371818787838787465e-08 3.966031785615015603e-08 -5.521086595138046185e-08 -8.125111453810381274e-08 -7.605194767073772139e-08 -1.010568743103535294e-07 -7.605194767065979436e-08 -8.125111453752105408e-08 -5.521086595127542977e-08 3.966031785546236528e-08 2.371818787686999161e-08 9.859619504669529604e-08 1.756874978646229957e-07 3.212495742686771944e-07 4.002899671109603954e-07 3.336836278929894434e-07 7.239436975461452186e-07 7.161803646531965991e-07 9.081739219531693465e-07 5.503543886494466145e-07 2.163718533059541679e-06 1.242606683600699003e-06 -1.951124450162685184e-06 4.964280784373571830e-06 3.898413521278855998e-06 1.894240218401776099e-06 1.534301773693425475e-06 -2.160764608485812432e-06 7.318621305498977157e-06 -3.494358163577551021e-06 4.062705437859329542e-06 8.896193916873875427e-06 -3.339798125839296634e-06 -2.336520534678432291e-05 1.824968125612731046e-04
1.824968125611518095e-04 6.852682222391022829e-04 1.824968125613140603e-04 -2.336520534684940554e-05 -3.339798125733227781e-06 8.896193916863480639e-06 4.062705437795659770e-06 -3.494358163488318641e-06 7.318621305442208162e-06 -2.160764608491366427e-06 1.534301773681186061e-06 1.894240218438292748e-06 3.898413521269288761e-06 4.964280784406922905e-06 -1.951124450175528745e-06 1.242606683633362076e-06 2.163718533040943800e-06 5.503543886626480465e-07 9.081739219173254533e-07 7.161803646781787771e-07 7.239436975228789176e-07 3.336836278584847092e-07 4.002899671376578151e-07 3.212495742968431575e-07 1.756874978156691500e-07 9.859619506045100522e-08 2.371818772919953813e-08 3.966031792453758449e-08 -5.521086596521462746e-08 -8.125111453748044943e-08 -7.605194763016602112e-08 -1.010568743451612367e-07 -7.605194767342646866e-08 -8.125111452244799690e-08 -5.521086602726423777e-08 3.966031800466012504e-08 2.371818785700156328e-08 9.859619509045111227e-08 1.756874978384134670e-07 3.212495742384067780e-07 4.002899671444853242e-07 3.336836279072911712e-07 7.239436975246329110e-07 7.161803646945517122e-07 9.081739219315642889e-07 5.503543886670421358e-07 2.163718533029154372e-06 1.242606683608167081e-06 -1.951124450193773411e-06 4.964280784383608323e-06 3.898413521246708557e-06 1.894240218415381566e-06 1.534301773689719706e-06 -2.160764608429766803e-06 7.318621305410334312e-06 -3.494358163509585097e-06 4.062705437862971784e-06 8.896193916772387328e-06 -3.339798125768399977e-06 -2.336520534679503280e-05
-2.336520534690642441e-05 1.824968125612893947e-04 6.852682222391545414e-04 1.824968125612234210e-04 -2.336520534674063295e-05 -3.339798125746965808e-06 8.896193916802853409e-06 4.062705437874787894e-06 -3.494358163543298279e-06 7.318621305440769053e-06 -2.160764608495985297e-06 1.534301773720579234e-06 1.894240218432905407e-06 3.898413521302761809e-06 4.964280784389745924e-06 -1.951124450150521367e-06 1.242606683611669774e-06 2.163718533047382944e-06 5.503543886282040870e-07 9.081739219356683753e-07 7.161803646500922233e-07 7.239436974918165253e-07 3.336836278872732415e-07 4.002899671728920564e-07 3.212495742619462471e-07 1.756874978256107757e-07 9.859619491550005691e-08 2.371818779564821405e-08 3.966031792000151130e-08 -5.521086597037835207e-08 -8.125111449085136510e-08 -7.605194765555222059e-08 -1.010568743538895406e-07 -7.605194765223640424e-08 -8.125111459157361457e-08 -5.521086587213947085e-08 3.966031798455611567e-08 2.371818790546328281e-08 9.859619507438522660e-08 1.756874978004822728e-07 3.212495742744145721e-07 4.002899671568568756e-07 3.336836278847054611e-07 7.239436975606167765e-07 7.161803646637904402e-07 9.081739219509872837e-07 5.503543886323244787e-07 2.163718533035278843e-06 1.242606683584863934e-06 -1.951124450183858467e-06 4.964280784358820751e-06 3.898413521254550388e-06 1.894240218405836775e-06 1.534301773752990526e-06 -2.160764608519488768e-06 7.318621305473499253e-06 -3.494358163516483333e-06 4.062705437768058354e-06 8.896193916835216844e-06 -3.339798125785313531e-06
-3.339798125891280741e-06 -2.336520534680741981e-05 1.824968125613100488e-04 6.852682222390628179e-04 1.824968125613447162e-04 -2.336520534676804294e-05 -3.339798125807052631e-06 8.896193916870734629e-06 4.062705437823954058e-06 -3.494358163546963814e-06 7.318621305440721619e-06 -2.160764608449680547e-06 1.534301773712280428e-06 1.894240218464713612e-06 3.898413521274792781e-06 4.964280784408253594e-06 -1.951124450171280874e-06 1.242606683621394348e-06 2.163718533020850908e-06 5.503543886439847343e-07 9.081739219030377015e-07 7.161803646258797865e-07 7.239436975186903396e-07 3.336836279302436464e-07 4.002899671443872801e-07 3.212495742633332635e-07 1.756874976833122052e-07 9.859619497895129499e-08 2.371818779750427500e-08 3.966031791358671903e-08 -5.521086591681482075e-08 -8.125111451476625510e-08 -7.605194767018587943e-08 -1.010568743292389760e-07 -7.605194771546233156e-08 -8.125111444377314154e-08 -5.521086589838711606e-08 3.966031802741174764e-08 2.371818789266292091e-08 9.859619503313514559e-08 1.756874978440502595e-07 3.212495742865030028e-07 4.002899671263069383e-07 3.336836279192224773e-07 7.239436975209351887e-07 7.161803646871528794e-07 9.081739219217452712e-07 5.503543886411869845e-07 2.163718533008593494e-06 1.242606683587949675e-06 -1.951124450212484369e-06 4.964280784367887392e-06 3.898413521245033125e-06 1.894240218480444284e-06 1.534301773668531177e-06 -2.160764608458034833e-06 7.318621305462522553e-06 -3.494358163604667934e-06 4.062705437831484181e-06 8.896193916835836872e-06
8.896193916730420233e-06 -3.339798125789904449e-06 -2.336520534674847309e-05 1.824968125612400635e-04 6.852682222391769844e-04 1.824968125613243061e-04 -2.336520534682637640e-05 -3.339798125750919758e-06 8.896193916828994540e-06 4.062705437828734712e-06 -3.494358163536649494e-06 7.318621305490209519e-06 -2.160764608462563918e-06 1.534301773735650914e-06 1.894240218431958848e-06 3.898413521296261678e-06 4.964280784392510640e-06 -1.951124450163859172e-06 1.242606683591025252e-06 2.163718533023981542e-06 5.503543886104024190e-07 9.081739218824327780e-07 7.161803646500473306e-07 7.239436975695275631e-07 3.336836279039686844e-07 4.002899671375220781e-07 3.212495741267089667e-07 1.756874977451875385e-07 9.859619498652313426e-08 2.371818778804895209e-08 3.966031796619812576e-08 -5.521086593596721507e-08 -8.125111453082970555e-08 -7.605194763734852964e-08 -1.010568743873759294e-07 -7.605194757596786361e-08 -8.125111446851582096e-08 -5.521086585700913307e-08 3.966031801840439928e-08 2.371818785219253372e-08 9.859619508260271674e-08 1.756874978515541243e-07 3.212495742491437676e-07 4.002899671577115319e-07 3.336836278751661761e-07 7.239436975507839945e-07 7.161803646609206925e-07 9.081739219234545837e-07 5.503543886141581631e-07 2.163718533008282633e-06 1.242606683560183935e-06 -1.951124450197327561e-06 4.964280784352132579e-06 3.898413521339844911e-06 1.894240218395884138e-06 1.534301773724813128e-06 -2.160764608476759344e-06 7.318621305383985658e-06 -3.494358163537948842e-06 4.062705437833356124e-06
4.062705437734609023e-06 8.896193916822020070e-06 -3.339798125732558625e-06 -2.336520534683221415e-05 1.824968125613629850e-04 6.852682222391237501e-04 1.824968125612522608e-04 -2.336520534678129392e-05 -3.339798125787027925e-06 8.896193916837015942e-06 4.062705437841775631e-06 -3.494358163487165829e-06 7.318621305469724874e-06 -2.160764608443717012e-06 1.534301773704141289e-06 1.894240218448235433e-06 3.898413521282365255e-06 4.964280784394301267e-06 -1.951124450191363602e-06 1.242606683593221608e-06 2.163718532991496134e-06 5.503543885971514356e-07 9.081739219057202549e-07 7.161803647089161204e-07 7.239436975450152766e-07 3.336836278923008056e-07 4.002899670086633793e-07 3.212495741851398405e-07 1.756874977568357238e-07 9.859619497224681745e-08 2.371818784669447595e-08 3.966031795532320872e-08 -5.521086595556628692e-08 -8.125111449550949044e-08 -7.605194769720792451e-08 -1.010568742569794423e-07 -7.605194760539336468e-08 -8.125111443317167717e-08 -5.521086585582582804e-08 3.966031798231994869e-08 2.371818790151610927e-08 9.859619508128896864e-08 1.756874978092939565e-07 3.212495742776544731e-07 4.002899671133583457e-07 3.336836279082218486e-07 7.239436975213548935e-07 7.161803646532957020e-07 9.081739218959920815e-07 5.503543886116475575e-07 2.163718532989215921e-06 1.242606683584690292e-06 -1.951124450207577507e-06 4.964280784460654440e-06 3.898413521247350608e-06 1.894240218445184844e-06 1.534301773707791154e-06 -2.160764608541526871e-06 7.318621305449399471e-06 -3.494358163535871918e-06
-3.494358163631241051e-06 4.062705437819566428e-06 8.896193916885662738e-06 -3.339798125808857235e-06 -2.336520534673162391e-05 1.824968125613083954e-04 6.852682222390873209e-04 1.824968125613013210e-04 -2.336520534679969487e-05 -3.339798125773368672e-06 8.896193916854895113e-06 4.062705437890214905e-06 -3.494358163512032175e-06 7.318621305486478339e-06 -2.160764608476431542e-06 1.534301773720050897e-06 1.894240218433719406e-06 3.898413521284423546e-06 4.964280784373907255e-06 -1.951124450197692632e-06 1.242606683565851433e-06 2.163718532986029383e-06 5.503543886132992717e-07 9.081739219687852459e-07 7.161803646781679774e-07 7.239436975281948963e-07 3.336836277689533267e-07 4.002899670651774176e-07 3.212495742041104139e-07 1.756874977358936812e-07 9.859619504068406203e-08 2.371818783667658419e-08 3.966031793442997640e-08 -5.521086591337705812e-08 -8.125111454605152289e-08 -7.605194757547616098e-08 -1.010568742884789036e-07 -7.605194757239804325e-08 -8.125111442588973492e-08 -5.521086589450050538e-08 3.966031802817492432e-08 2.371818789514218634e-08 9.859619504134035375e-08 1.756874978363405656e-07 3.212495742331513620e-07 4.002899671466607165e-07 3.336836278803457826e-07 7.239436975074434362e-07 7.161803646257569668e-07 9.081739218915582875e-07 5.503543885973284655e-07 2.163718533011003303e-06 1.242606683572448125e-06 -1.951124450095880966e-06 4.964280784368834375e-06 3.898413521292412760e-06 1.894240218432132066e-06 1.534301773645726508e-06 -2.160764608474446944e-06 7.318621305456965170e-06
7.318621305369713153e-06 -3.494358163544542147e-06 4.062705437881547216e-06 8.896193916807915278e-06 -3.339798125713797692e-06 -2.336520534678594583e-05 1.824968125612590371e-04 6.852682222391224490e-04 1.824968125612800164e-04 -2.336520534679082474e-05 -3.339798125754971963e-06 8.896193916899177996e-06 4.062705437859199946e-06 -3.494358163494690870e-06 7.318621305453062889e-06 -2.160764608467743948e-06 1.534301773709182617e-06 1.894240218434831137e-06 3.898413521266470682e-06 4.964280784357499380e-06 -1.951124450217525062e-06 1.242606683554824758e-06 2.163718533000467907e-06 5.503543886792585743e-07 9.081739219384919596e-07 7.161803646586023634e-07 7.239436974165220726e-07 3.336836278179135251e-07 4.002899670855883705e-07 3.212495741771182268e-07 1.756874978115843336e-07 9.859619503383966524e-08 2.371818781288554629e-08 3.966031797764729144e-08 -5.521086596441629891e-08 -8.125111444443213317e-08 -7.605194760492326139e-08 -1.010568742563179096e-07 -7.605194756320519467e-08 -8.125111446788139328e-08 -5.521086584996436004e-08 3.966031801792074346e-08 2.371818785704433844e-08 9.859619506187031481e-08 1.756874977889158261e-07 3.212495742636210430e-07 4.002899671190707359e-07 3.336836278593203072e-07 7.239436974850055334e-07 7.161803646246609061e-07 9.081739218906744086e-07 5.503543886238795602e-07 2.163718532999659837e-06 1.242606683688840617e-06 -1.951124450186574478e-06 4.964280784406081802e-06 3.898413521284342230e-06 1.894240218374527896e-06 1.534301773711197497e-06 -2.160764608462467357e-06
-2.160764608542336634e-06 7.318621305443521063e-06 -3.494358163487635932e-06 4.062705437806484004e-06 8.896193916897812579e-06 -3.339798125771944810e-06 -2.336520534682222594e-05 1.824968125612782817e-04 6.852682222390967534e-04 1.824968125612899368e-04 -2.336520534677164113e-05 -3.339798125709260983e-06 8.896193916866543510e-06 4.062705437874142454e-06 -3.494358163537975524e-06 7.318621305457446284e-06 -2.160764608470748798e-06 1.534301773709228569e-06 1.894240218428042167e-06 3.898413521236866881e-06 4.964280784350016691e-06 -1.951124450231285959e-06 1.242606683571119978e-06 2.163718533066182417e-06 5.503543886439635585e-07 9.081739219197403442e-07 7.161803645575623442e-07 7.239436974597368465e-07 3.336836278496785312e-07 4.002899670585430320e-07 3.212495742578469253e-07 1.756874978054073459e-07 9.859619500527962008e-08 2.371818785650562549e-08 3.966031793040784045e-08 -5.521086587261740919e-08 -8.125111446576126982e-08 -7.605194758247519422e-08 -1.010568742484930192e-07 -7.605194760636745257e-08 -8.125111441759728237e-08 -5.521086586591399044e-08 3.966031798399919151e-08 2.371818786833401708e-08 9.859619501554608292e-08 1.756874978161286654e-07 3.212495742389509966e-07 4.002899670930329431e-07 3.336836278392604495e-07 7.239436974861083703e-07 7.161803646308027420e-07 9.081739219162963082e-07 5.503543886151737556e-07 2.163718533117417746e-06 1.242606683604116993e-06 -1.951124450160808583e-06 4.964280784398354320e-06 3.898413521229848366e-06 1.894240218443056250e-06 1.534301773724185476e-06
1.534301773650670640e-06 -2.160764608481729309e-06 7.318621305492666761e-06 -3.494358163559673543e-06 4.062705437887562844e-06 8.896193916838352560e-06 -3.339798125802404962e-06 -2.336520534680915453e-05 1.824968125612754085e-04 6.852682222391031502e-04 1.824968125613168251e-04 -2.336520534672191014e-05 -3.339798125746238630e-06 8.896193916881590204e-06 4.062705437832327826e-06 -3.494358163528569647e-06 7.318621305460540496e-06 -2.160764608472528838e-06 1.534301773706038642e-06 1.894240218385925572e-06 3.898413521239755263e-06 4.964280784330441759e-06 -1.951124450211815213e-06 1.242606683639493324e-06 2.163718533030603645e-06 5.503543886280893140e-07 9.081739218265590967e-07 7.161803645971026892e-07 7.239436974990319755e-07 3.336836278168975091e-07 4.002899671385277709e-07 3.212495742511038018e-07 1.756874977763473395e-07 9.859619504720605691e-08 2.371818782229904695e-08 3.966031801370421345e-08 -5.521086589707040334e-08 -8.125111445557231049e-08 -7.605194757319510125e-08 -1.010568742894597677e-07 -7.605194754611376386e-08 -8.125111443951256581e-08 -5.521086590022094239e-08 3.966031798364428470e-08 2.371818781582602116e-08 9.859619504000140642e-08 1.756874977997356132e-07 3.212495742126544353e-07 4.002899670806997198e-07 3.336836278379644890e-07 7.239436974976009133e-07 7.161803646565847309e-07 9.081739219086933405e-07 5.503543887292945046e-07 2.163718533036991968e-06 1.242606683622157101e-06 -1.951124450157007099e-06 4.964280784350794267e-06 3.898413521295773787e-06 1.894240218455032449e-06
