0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.352976923333992165e-02 -4.462660633565736223e-02 -3.494709685532235155e-02 -3.094737562302425984e-02 -2.776288804496645363e-02 -2.421601943551393923e-02 -2.241024878116983435e-02 -2.303745025448467390e-02 -1.937728958661197320e-02 -1.892466241756127557e-02 -1.907180227866103403e-02
3.708484809637523361e-01 2.274426806361737607e-01 1.769502343599409500e-01 1.510880352622542833e-01 1.323973189520995242e-01 1.192709299538487339e-01 1.098283489142701519e-01 1.028928810404282912e-01 9.558376520251629649e-02 9.053701649783743588e-02 8.675692992735553610e-02
4.989040128512618466e-01 4.097022083059648212e-01 3.460903779200588115e-01 3.045512721946180834e-01 2.743346941220916047e-01 2.517475301066056659e-01 2.347938989951400546e-01 2.193691421986940782e-01 2.077596009941671817e-01 1.972323923586318251e-01 1.883773695881815202e-01
4.956889196049678037e-01 4.776198946184161409e-01 4.377214643591482157e-01 4.025851581879185681e-01 3.728632736198910780e-01 3.478436061552027114e-01 3.271412681584912607e-01 3.107485575075034645e-01 2.945935977745469114e-01 2.812597974092272968e-01 2.693897892965474439e-01
4.945196189199694836e-01 4.916813596701919975e-01 4.779181003272020556e-01 4.567191898438243136e-01 4.349436923182266046e-01 4.147780736078034991e-01 3.967469268843928920e-01 3.795526056219803435e-01 3.643219458451881221e-01 3.499294445676029430e-01 3.366862071741114626e-01
4.975979452291826588e-01 4.986767949201866834e-01 4.954875007621885041e-01 4.847898801136321656e-01 4.726490728069353553e-01 4.592012997444905320e-01 4.445719508894124816e-01 4.297763400109864129e-01 4.166076354886456556e-01 4.032338055769794094e-01 3.906338154169401999e-01
4.996324621271626687e-01 4.997847347706181886e-01 4.980369397027925027e-01 4.957132804770511547e-01 4.895993810323415740e-01 4.807993268315420843e-01 4.711840114745463604e-01 4.601475087110176720e-01 4.489437950228653551e-01 4.363362293253956192e-01 4.232415699038912793e-01
4.935000913790276167e-01 4.951642297051188635e-01 4.952861072192415448e-01 4.934124150779322648e-01 4.913510244775674551e-01 4.868365205052082034e-01 4.786793139570785227e-01 4.704211254689566468e-01 4.598442571843660009e-01 4.487507524822026417e-01 4.374680315521328189e-01
4.935000913790271726e-01 4.951642297051182529e-01 4.952861072192408232e-01 4.934124150779317097e-01 4.913510244775667335e-01 4.868365205052074818e-01 4.786793139570778566e-01 4.704211254689560917e-01 4.598442571843656124e-01 4.487507524822016980e-01 4.374680315521322083e-01
4.996324621271632238e-01 4.997847347706189103e-01 4.980369397027930578e-01 4.957132804770516543e-01 4.895993810323420181e-01 4.807993268315426394e-01 4.711840114745469155e-01 4.601475087110182827e-01 4.489437950228658547e-01 4.363362293253960078e-01 4.232415699038917234e-01
4.975979452291819372e-01 4.986767949201860173e-01 4.954875007621873939e-01 4.847898801136312219e-01 4.726490728069346337e-01 4.592012997444899214e-01 4.445719508894117045e-01 4.297763400109857468e-01 4.166076354886451560e-01 4.032338055769789098e-01 3.906338154169396448e-01
4.945196189199694836e-01 4.916813596701915534e-01 4.779181003272016670e-01 4.567191898438234254e-01 4.349436923182258830e-01 4.147780736078026109e-01 3.967469268843922259e-01 3.795526056219796218e-01 3.643219458451875670e-01 3.499294445676024989e-01 3.366862071741110185e-01
4.956889196049668045e-01 4.776198946184150307e-01 4.377214643591472720e-01 4.025851581879178465e-01 3.728632736198903008e-01 3.478436061552021563e-01 3.271412681584904281e-01 3.107485575075029094e-01 2.945935977745463008e-01 2.812597974092266861e-01 2.693897892965469443e-01
4.989040128512626238e-01 4.097022083059657649e-01 3.460903779200594221e-01 3.045512721946188051e-01 2.743346941220924373e-01 2.517475301066064430e-01 2.347938989951406930e-01 2.193691421986947998e-01 2.077596009941678201e-01 1.972323923586325189e-01 1.883773695881821586e-01
3.708484809637528357e-01 2.274426806361742881e-01 1.769502343599414218e-01 1.510880352622547551e-01 1.323973189520999405e-01 1.192709299538491224e-01 1.098283489142705405e-01 1.028928810404286381e-01 9.558376520251662956e-02 9.053701649783779670e-02 8.675692992735588305e-02
-5.352976923333962328e-02 -4.462660633565704305e-02 -3.494709685532217808e-02 -3.094737562302411066e-02 -2.776288804496630444e-02 -2.421601943551381780e-02 -2.241024878116974067e-02 -2.303745025448460451e-02 -1.937728958661189341e-02 -1.892466241756121659e-02 -1.907180227866103403e-02
