1.030447977813913618e-01 8.708419529709252038e-02 7.676300272461844543e-02 6.940331240462829787e-02 6.381599199096776864e-02 5.938433574818990229e-02 5.575170521457572387e-02 5.269483481286436899e-02 5.006552958885013976e-02 4.776112021413605330e-02 4.570825291017939496e-02 4.385335959021270658e-02 4.215670653539516088e-02
1.994430323877190991e-01 1.754461427476703972e-01 1.581054353515864985e-01 1.449424072360099292e-01 1.345417355246352753e-01 1.260570765611674360e-01 1.189523817255429411e-01 1.128705751369828980e-01 1.075641357966415496e-01 1.028563022227006740e-01 9.861809377234523333e-02 9.475392634273777093e-02 9.119215790960909229e-02
2.553339801574567858e-01 2.352514935600634738e-01 2.182437760463723786e-01 2.040204415223387802e-01 1.920287149321854014e-01 1.817748008174679686e-01 1.728700422610236487e-01 1.650183354481983833e-01 1.579957266630146739e-01 1.516327800598654685e-01 1.458009730921130120e-01 1.404024903392142309e-01 1.353626046981233344e-01
2.808039479778086656e-01 2.687357009106373096e-01 2.563596676154636378e-01 2.446349318001633799e-01 2.338428591939952506e-01 2.239847800453077520e-01 2.149642263314378576e-01 2.066627006721378501e-01 1.989686812817285932e-01 1.917868366465306784e-01 1.850391940863811424e-01 1.786633349738177556e-01 1.726097684973073032e-01
2.902509944993847402e-01 2.845340593693436726e-01 2.772619016977861950e-01 2.692589958490161361e-01 2.610280119295779189e-01 2.528331573878770389e-01 2.448011712463704637e-01 2.369873306803585711e-01 2.294118164003444704e-01 2.220783012626851571e-01 2.149830671239010282e-01 2.081193459325735295e-01 2.014793265480183670e-01
2.931710010694034696e-01 2.908880839576618582e-01 2.871755685302430638e-01 2.822844788137799932e-01 2.765214145614880437e-01 2.701539111426105588e-01 2.633922148445853040e-01 2.563952972852280299e-01 2.492814620259067304e-01 2.421379831610274702e-01 2.350287554219280262e-01 2.280001263302881276e-01 2.210852902757651228e-01
2.939033593963646940e-01 2.929504752176423921e-01 2.909141010042567421e-01 2.876840463122681268e-01 2.833551274303576784e-01 2.781200217778996842e-01 2.721931015271282783e-01 2.657717472286117433e-01 2.590219836891368699e-01 2.520765693915968386e-01 2.450383715938793672e-01 2.379853757694182781e-01 2.309756892747297230e-01
2.939033593963646940e-01 2.929504752176424476e-01 2.909141010042567421e-01 2.876840463122681268e-01 2.833551274303576784e-01 2.781200217778996286e-01 2.721931015271282228e-01 2.657717472286117433e-01 2.590219836891368699e-01 2.520765693915968941e-01 2.450383715938792839e-01 2.379853757694181671e-01 2.309756892747297785e-01
2.931710010694034141e-01 2.908880839576618027e-01 2.871755685302431749e-01 2.822844788137799932e-01 2.765214145614881547e-01 2.701539111426102258e-01 2.633922148445851374e-01 2.563952972852280299e-01 2.492814620259068414e-01 2.421379831610274702e-01 2.350287554219279706e-01 2.280001263302879888e-01 2.210852902757652338e-01
2.902509944993846291e-01 2.845340593693435616e-01 2.772619016977861395e-01 2.692589958490161361e-01 2.610280119295780299e-01 2.528331573878768168e-01 2.448011712463702971e-01 2.369873306803585988e-01 2.294118164003446647e-01 2.220783012626851294e-01 2.149830671239009172e-01 2.081193459325733630e-01 2.014793265480186168e-01
2.808039479778086100e-01 2.687357009106371430e-01 2.563596676154636933e-01 2.446349318001634354e-01 2.338428591939953061e-01 2.239847800453075577e-01 2.149642263314377466e-01 2.066627006721379334e-01 1.989686812817288153e-01 1.917868366465307062e-01 1.850391940863809481e-01 1.786633349738175336e-01 1.726097684973074697e-01
2.553339801574567858e-01 2.352514935600633628e-01 2.182437760463724064e-01 2.040204415223388357e-01 1.920287149321855125e-01 1.817748008174677743e-01 1.728700422610235932e-01 1.650183354481984943e-01 1.579957266630148405e-01 1.516327800598655240e-01 1.458009730921129010e-01 1.404024903392140089e-01 1.353626046981234732e-01
1.994430323877190991e-01 1.754461427476703694e-01 1.581054353515865540e-01 1.449424072360099847e-01 1.345417355246353308e-01 1.260570765611673250e-01 1.189523817255429827e-01 1.128705751369829813e-01 1.075641357966416189e-01 1.028563022227007157e-01 9.861809377234512231e-02 9.475392634273768766e-02 9.119215790960917556e-02
1.030447977813913618e-01 8.708419529709250650e-02 7.676300272461847318e-02 6.940331240462832563e-02 6.381599199096779640e-02 5.938433574818986760e-02 5.575170521457574468e-02 5.269483481286441062e-02 5.006552958885017446e-02 4.776112021413606717e-02 4.570825291017933945e-02 4.385335959021266494e-02 4.215670653539518864e-02
