0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.508983158143213044e-02 3.348014575915221613e-02 2.629213028903396032e-02 2.204494846495518023e-02 1.948615449983148729e-02 1.777678812693506138e-02 1.634570450518414014e-02 1.521424628349512392e-02 1.440306900971844231e-02 1.372825020743325547e-02
2.581441596435112840e-01 2.079743228548754375e-01 1.780336319483236673e-01 1.578453083909668320e-01 1.430039999093033753e-01 1.319730839383572163e-01 1.230739977452504630e-01 1.157488274161471709e-01 1.096579240705387037e-01 1.044793538928165677e-01
2.939381576516546524e-01 2.876054935140251456e-01 2.748642721981039427e-01 2.610466415465348966e-01 2.477911638443443532e-01 2.358472116663260509e-01 2.251690342452231097e-01 2.157074601635787792e-01 2.070958013235196238e-01 1.995303530259989466e-01
2.943625365591297505e-01 2.943667999967543025e-01 2.934359201502914072e-01 2.903351407850122134e-01 2.857182346130630046e-01 2.802566382047144145e-01 2.743171632694726414e-01 2.683201733600920624e-01 2.623310260915416858e-01 2.567000128657815350e-01
2.940734666067590375e-01 2.942194121054002021e-01 2.944855460807165315e-01 2.945607501376175663e-01 2.938052891958666812e-01 2.922412207188900268e-01 2.903211227155173546e-01 2.881687552544354158e-01 2.858240310385554706e-01 2.829905819631955977e-01
2.942999738712219759e-01 2.942438293967242213e-01 2.942781691431616831e-01 2.944980687872355007e-01 2.946325716160476116e-01 2.947336545830004928e-01 2.942938642517820558e-01 2.936863247283633127e-01 2.930932378955287687e-01 2.921641749408716571e-01
2.942433574090567161e-01 2.944394946826259796e-01 2.943739091898476823e-01 2.943417709713116448e-01 2.945505385006226273e-01 2.947020708046672044e-01 2.950103050010898786e-01 2.951955405199112037e-01 2.948292071359022160e-01 2.944698075985952013e-01
2.940883102362975565e-01 2.939997762507162160e-01 2.940044620325872327e-01 2.941138154338565069e-01 2.943950093197601481e-01 2.947998466758684488e-01 2.951278644700624509e-01 2.951088217091920596e-01 2.950866319061539733e-01 2.949592305657597890e-01
2.940883102362975565e-01 2.939997762507162160e-01 2.940044620325872327e-01 2.941138154338565069e-01 2.943950093197601481e-01 2.947998466758684488e-01 2.951278644700624509e-01 2.951088217091920596e-01 2.950866319061539733e-01 2.949592305657597890e-01
2.942433574090567161e-01 2.944394946826259796e-01 2.943739091898476823e-01 2.943417709713116448e-01 2.945505385006226273e-01 2.947020708046672044e-01 2.950103050010898786e-01 2.951955405199112037e-01 2.948292071359022160e-01 2.944698075985952013e-01
2.942999738712219759e-01 2.942438293967242213e-01 2.942781691431616831e-01 2.944980687872355007e-01 2.946325716160476116e-01 2.947336545830004928e-01 2.942938642517820558e-01 2.936863247283633127e-01 2.930932378955287687e-01 2.921641749408716571e-01
2.940734666067590375e-01 2.942194121054002021e-01 2.944855460807165315e-01 2.945607501376175663e-01 2.938052891958666812e-01 2.922412207188900268e-01 2.903211227155173546e-01 2.881687552544354158e-01 2.858240310385554706e-01 2.829905819631955977e-01
2.943625365591297505e-01 2.943667999967543025e-01 2.934359201502914072e-01 2.903351407850122134e-01 2.857182346130630046e-01 2.802566382047144145e-01 2.743171632694726414e-01 2.683201733600920624e-01 2.623310260915416858e-01 2.567000128657815350e-01
2.939381576516546524e-01 2.876054935140251456e-01 2.748642721981039427e-01 2.610466415465348966e-01 2.477911638443443532e-01 2.358472116663260509e-01 2.251690342452231097e-01 2.157074601635787792e-01 2.070958013235196238e-01 1.995303530259989466e-01
2.581441596435112840e-01 2.079743228548754375e-01 1.780336319483236673e-01 1.578453083909668320e-01 1.430039999093033753e-01 1.319730839383572163e-01 1.230739977452504630e-01 1.157488274161471709e-01 1.096579240705387037e-01 1.044793538928165677e-01
5.508983158143213044e-02 3.348014575915221613e-02 2.629213028903396032e-02 2.204494846495518023e-02 1.948615449983148729e-02 1.777678812693506138e-02 1.634570450518414014e-02 1.521424628349512392e-02 1.440306900971844231e-02 1.372825020743325547e-02
