-4.062380563998135297e-01 -6.961612572414843658e-02 -1.536122388217905921e-02 1.009031322684172775e-02 -3.047143113798518772e-03 1.046537596645555823e-03 -2.291763795544700475e-03 1.585478974585101831e-03 1.585478974584724312e-03 -2.291763795545078211e-03 1.046537596645744474e-03 -3.047143113799462028e-03 1.009031322683984211e-02 -1.536122388217547180e-02 -6.961612572414617450e-02 -4.062380563998013727e-01
-3.833167915268492210e-01 -6.627255207774361556e-02 -1.470801327513629117e-02 9.621191265017687774e-03 -2.844179203613579621e-03 9.587199964274097878e-04 -2.232659510899149494e-03 1.555698926858924570e-03 1.555698926858924570e-03 -2.232659510899526797e-03 9.587199964281645009e-04 -2.844179203614711528e-03 9.621191265015425695e-03 -1.470801327513327102e-02 -6.627255207774154777e-02 -3.833167915268413384e-01
-3.619687854777248748e-01 -6.308612113262018761e-02 -1.408104061554070995e-02 9.171732254432529013e-03 -2.650713550591523616e-03 8.740155170164244777e-04 -2.173494341241460643e-03 1.526072745106318504e-03 1.526072745106318504e-03 -2.173494341242215681e-03 8.740155170169905396e-04 -2.650713550591146314e-03 9.171732254430643369e-03 -1.408104061553674610e-02 -6.308612113261828636e-02 -3.619687854777135505e-01
-3.420969672336590106e-01 -6.005129201827462404e-02 -1.347949902605455851e-02 8.741081063350215202e-03 -2.466023097040361770e-03 7.920835422990524103e-04 -2.114561447558963025e-03 1.496872862607832606e-03 1.496872862608776295e-03 -2.114561447560472669e-03 7.920835423007505961e-04 -2.466023097041305026e-03 8.741081063348518643e-03 -1.347949902605135100e-02 -6.005129201827197338e-02 -3.420969672336471312e-01
-3.235998858843560089e-01 -5.716236774474328652e-02 -1.290190221514389037e-02 8.328180545964592243e-03 -2.289768704738536376e-03 7.128250607271251985e-04 -2.055862477669655446e-03 1.468088288901151688e-03 1.468088288900396866e-03 -2.055862477670410051e-03 7.128250607292007952e-04 -2.289768704738725028e-03 8.328180545962328429e-03 -1.290190221514068113e-02 -5.716236774474044852e-02 -3.235998858843446291e-01
-3.063760612470883826e-01 -5.441240250049571986e-02 -1.234773611610203055e-02 7.932637151619771620e-03 -2.121671127654356157e-03 6.360062597004106401e-04 -1.998026337120458688e-03 1.440260969378716902e-03 1.440260969379660375e-03 -1.998026337120080952e-03 6.360062597015428724e-04 -2.121671127654922110e-03 7.932637151617885976e-03 -1.234773611609844314e-02 -5.441240250049382554e-02 -3.063760612470763922e-01
-2.903255081128742199e-01 -5.179442357658546603e-02 -1.181600997991598748e-02 7.553809239823716312e-03 -1.961863456351168548e-03 5.618809990898702500e-04 -1.941249842721560212e-03 1.413362450512892872e-03 1.413362450512892872e-03 -1.941249842722126383e-03 5.618809990908137228e-04 -1.961863456352300455e-03 7.553809239821075196e-03 -1.181600997991221272e-02 -5.179442357658319007e-02 -2.903255081128625070e-01
-2.753515882501346157e-01 -4.930111231320796761e-02 -1.130638939193337987e-02 7.191318542663262779e-03 -1.809955386710979889e-03 4.902272590932276472e-04 -1.885782748440692144e-03 1.387519462586033316e-03 1.387519462586976789e-03 -1.885782748440692144e-03 4.902272590945485307e-04 -1.809955386711357191e-03 7.191318542661753570e-03 -1.130638939193054880e-02 -4.930111231320664228e-02 -2.753515882501256784e-01
-2.613619449948382800e-01 -4.692573718333654942e-02 -1.081767526214373956e-02 6.844441795832225360e-03 -1.665944575274155067e-03 4.211623866991360274e-04 -1.832090075658426766e-03 1.363041309548923335e-03 1.363041309549300854e-03 -1.832090075658426766e-03 4.211623867006455621e-04 -1.665944575273777765e-03 6.844441795829774196e-03 -1.081767526214072114e-02 -4.692573718333464816e-02 -2.613619449948301199e-01
-2.482694713377538998e-01 -4.466171303707044959e-02 -1.034887888279158348e-02 6.512084205866712147e-03 -1.529026770117051246e-03 3.542257865287515837e-04 -1.779868066815843862e-03 1.339748212098229368e-03 1.339748212098984190e-03 -1.779868066816410032e-03 3.542257865304497696e-04 -1.529026770118560672e-03 6.512084205865203805e-03 -1.034887888278780872e-02 -4.466171303706968632e-02 -2.482694713377447404e-01
