6.693920279023607423e-02 1.668351312553355975e-02 1.201577425447083319e-02 9.749612604143927108e-03 8.647753773579671885e-03 7.594896449184840651e-03 6.958099338866294975e-03 6.497418611332631683e-03 6.179453397804486950e-03 5.829448493928171028e-03
2.719569576680883061e-01 1.248130918355259134e-01 9.330328615743360698e-02 7.709498630569933120e-02 6.744960964617535693e-02 6.075997997403356776e-02 5.560800247991962153e-02 5.176004397022981873e-02 4.844369091080440171e-02 4.557398490296216131e-02
2.941107347056681753e-01 2.270907826657521111e-01 1.822921029075105781e-01 1.561140406495125643e-01 1.385171892149225648e-01 1.258261753524856086e-01 1.159469075406284605e-01 1.080932802036005946e-01 1.012955760295973229e-01 9.545575760148095057e-02
2.944219452979658369e-01 2.755221528461279101e-01 2.418838739224739576e-01 2.158101829209271016e-01 1.958854245126233906e-01 1.808005451665655183e-01 1.679055307905930605e-01 1.574225595693881097e-01 1.482980034695637328e-01 1.402586569576357578e-01
2.940340729991921531e-01 2.908532194581098240e-01 2.741675406090590128e-01 2.547531947789847262e-01 2.375237164621339381e-01 2.226038533239058648e-01 2.097099706973074573e-01 1.979969934787840224e-01 1.874884864954239339e-01 1.775730020468146431e-01
2.942827563484428088e-01 2.943482115661628651e-01 2.881391580744255276e-01 2.769922319460282889e-01 2.645834930979358290e-01 2.518069679638663683e-01 2.400506337941990809e-01 2.284308667612194865e-01 2.175951363818995898e-01 2.070630851878940137e-01
2.941904480897488683e-01 2.949911408803655433e-01 2.930718297755089408e-01 2.879709725286788147e-01 2.800338578724984595e-01 2.700653466377604950e-01 2.591679794600261211e-01 2.484774529462396297e-01 2.375298137016144673e-01 2.268365678969850030e-01
2.941436774223136208e-01 2.950409675244521912e-01 2.943373605451914399e-01 2.920720522964037613e-01 2.862394910095769074e-01 2.784943389962843963e-01 2.689617678109234578e-01 2.583023889313308397e-01 2.474599564055178780e-01 2.369268248480047578e-01
2.941436774223136208e-01 2.950409675244521912e-01 2.943373605451914399e-01 2.920720522964037613e-01 2.862394910095769074e-01 2.784943389962843963e-01 2.689617678109234578e-01 2.583023889313308397e-01 2.474599564055178780e-01 2.369268248480047578e-01
2.941904480897488683e-01 2.949911408803655433e-01 2.930718297755089408e-01 2.879709725286788147e-01 2.800338578724984595e-01 2.700653466377604950e-01 2.591679794600261211e-01 2.484774529462396297e-01 2.375298137016144673e-01 2.268365678969850030e-01
2.942827563484428088e-01 2.943482115661628651e-01 2.881391580744255276e-01 2.769922319460282889e-01 2.645834930979358290e-01 2.518069679638663683e-01 2.400506337941990809e-01 2.284308667612194865e-01 2.175951363818995898e-01 2.070630851878940137e-01
2.940340729991921531e-01 2.908532194581098240e-01 2.741675406090590128e-01 2.547531947789847262e-01 2.375237164621339381e-01 2.226038533239058648e-01 2.097099706973074573e-01 1.979969934787840224e-01 1.874884864954239339e-01 1.775730020468146431e-01
2.944219452979658369e-01 2.755221528461279101e-01 2.418838739224739576e-01 2.158101829209271016e-01 1.958854245126233906e-01 1.808005451665655183e-01 1.679055307905930605e-01 1.574225595693881097e-01 1.482980034695637328e-01 1.402586569576357578e-01
2.941107347056681753e-01 2.270907826657521111e-01 1.822921029075105781e-01 1.561140406495125643e-01 1.385171892149225648e-01 1.258261753524856086e-01 1.159469075406284605e-01 1.080932802036005946e-01 1.012955760295973229e-01 9.545575760148095057e-02
2.719569576680883061e-01 1.248130918355259134e-01 9.330328615743360698e-02 7.709498630569933120e-02 6.744960964617535693e-02 6.075997997403356776e-02 5.560800247991962153e-02 5.176004397022981873e-02 4.844369091080440171e-02 4.557398490296216131e-02
6.693920279023607423e-02 1.668351312553355975e-02 1.201577425447083319e-02 9.749612604143927108e-03 8.647753773579671885e-03 7.594896449184840651e-03 6.958099338866294975e-03 6.497418611332631683e-03 6.179453397804486950e-03 5.829448493928171028e-03
