1.595547656908867474e-03 -3.258306698402741453e-01 -4.702531993163553414e-01 9.769947743210758428e-01 -2.933993728561236303e+00 5.923463135529220658e+00 -5.950329755605198834e+00 4.017938837187100098e+00 -1.974374976956562167e+00 1.431547964672440498e-01 1.629228304682796002e+00 -3.229782285576392020e+00 4.299064463824160853e+00 -4.813699133184674572e+00 4.992172340653851847e+00 -4.829950181800630737e+00 4.213439742608987792e+00 -3.238048944356324288e+00 2.248830299665497634e+00 -1.448595318239730201e+00 9.064138394178109515e-01 -6.550182316311810027e-01 6.324239465613072930e-01 -5.746867910303130600e-01 2.618426995122091760e-01 2.985709532220365836e-01 -9.869503605888808595e-01 1.637175934392817611e+00 -2.210986219564717636e+00 2.767340843476576939e+00 -3.311274374442660928e+00 3.781945654332628859e+00 -4.144624365639355545e+00 4.209681133546296472e+00 -3.727690404956886638e+00 2.868647663725128805e+00 -1.928664609657672280e+00 1.016154214565698100e+00 -1.880213736791651047e-01 -4.962515050478698009e-01 1.167626482475103700e+00 -1.993602806035889019e+00 3.033616525889547777e+00 -3.997724825247666480e+00 3.746376057432164508e+00 -1.812544806437932587e+00 5.808264869287664833e-01 -2.298599259741093970e-01 -2.898252053630541170e-01 1.145702562759413901e-03
-3.258306701495928270e-01 -1.438805612798816824e+01 -1.014410519095987638e+03 1.702061073158603222e+01 9.295924854072134167e+02 -1.807182114105910614e+03 1.436556220610417995e+03 -6.177659158098690568e+02 6.473406715337443984e+01 2.859411196350858972e+02 -5.167387673145674398e+02 6.249868661686022051e+02 -6.358531576524025013e+02 6.158490098706336084e+02 -6.116458426992745672e+02 6.297098634972486479e+02 -6.465776713518051793e+02 6.457681181035416103e+02 -6.486075581459186878e+02 6.623407689100221205e+02 -6.760000255940987017e+02 6.565792391987102974e+02 -5.853702580508204392e+02 4.469503611678189827e+02 -2.332712813431015775e+02 -1.626042946045704696e+01 2.556941757302776068e+02 -4.516818416339540931e+02 5.977091421308629151e+02 -7.004734393144910882e+02 7.714835605503936904e+02 -8.204432295662795696e+02 8.525888079168133800e+02 -8.607768116115996690e+02 8.199137398039936215e+02 -7.458510988783594939e+02 6.699579023777673683e+02 -5.791550674566916541e+02 4.279664799983651733e+02 -1.964981670904435873e+02 -9.721546194400606566e+01 4.295655742912256301e+02 -8.041037000416223464e+02 1.145611893972035659e+03 -1.103972265765071597e+03 5.375569320586258755e+02 -1.732384404876497115e+02 7.055573178809115120e+01 7.621264214622958377e+01 -2.898252053644473358e-01
-4.702531995346770910e-01 -1.014410519096428629e+03 -1.088709945978568794e+04 3.693529752308016668e+03 8.393800929037158767e+02 -3.476118706051872778e+03 2.551197214374536998e+03 -7.281249862811606590e+02 -3.631471020794514288e+02 9.395179066513475163e+02 -1.287477082650844068e+03 1.430854183092847279e+03 -1.350293353478557265e+03 1.161289515518692269e+03 -9.708204995592616342e+02 7.782869670200523160e+02 -5.654871126291624250e+02 3.677889658110645996e+02 -2.024814584771451109e+02 8.024682459132714030e+01 -4.584527004108275605e+01 3.934336429292184789e+01 -3.463516064841462594e+01 2.432934697061264373e+01 2.991650330943028280e+01 -1.237925387475258390e+02 2.168483831317268198e+02 -2.968126971478659470e+02 3.902069691896076051e+02 -4.852632741504480691e+02 5.576064595679713420e+02 -6.139145084660339080e+02 6.793174484782109630e+02 -7.425489995997668302e+02 7.441578208903973746e+02 -6.635472670257499885e+02 5.430126203348581839e+02 -3.991754328945928592e+02 2.284693115648783532e+02 -3.587978271904967187e+01 -1.851906916488840693e+02 4.325949882934177708e+02 -6.845239509398675182e+02 8.904274227672193547e+02 -8.111726443423976889e+02 3.819474406137662754e+02 -1.224922087535632897e+02 5.882816601047564120e+01 7.055573178769732579e+01 -2.298599259739334266e-01
9.769947750770555661e-01 1.702061073311775630e+01 3.693529752307867966e+03 2.150076799870151262e+03 -5.078347551494507570e+03 7.104702642069880312e+03 -4.741183080187639462e+03 5.320132143343485041e+02 1.474722951986327416e+03 -2.473266794664805730e+03 3.194651884938740750e+03 -3.340967373866894377e+03 3.057780841569322547e+03 -2.670235837031406845e+03 2.286489323539554334e+03 -1.895859186631121020e+03 1.492064145179193929e+03 -1.104147794026916699e+03 7.862170381416201508e+02 -5.769288737489824825e+02 4.482597223383558571e+02 -2.854816325756671631e+02 1.309164549876381614e+02 3.123799404616707065e+01 -2.961801978765986973e+02 5.711329967524959557e+02 -7.959543483600637046e+02 9.995896672023930023e+02 -1.191898709895884622e+03 1.381224283097272064e+03 -1.568363927110360009e+03 1.723815840617580989e+03 -1.830194731157522256e+03 1.841044523268207968e+03 -1.679382876854847154e+03 1.403722349285585551e+03 -1.097068400203449528e+03 7.651969493035569485e+02 -4.027649776520710247e+02 2.952405386049406388e+00 4.688951921367352611e+02 -1.015844763607926893e+03 1.648001313394473755e+03 -2.206316596721750557e+03 2.050118642073510273e+03 -9.868265069267187073e+02 3.204758204256525005e+02 -1.224922087536389199e+02 -1.732384404867545697e+02 5.808264869286553500e-01
-2.933993731061883992e+00 9.295924854024988235e+02 8.393800929042541838e+02 -5.078347551494738582e+03 1.379639325435652972e+04 -2.177240767856973616e+04 1.294221895154014055e+04 -2.860430674702735814e+03 -3.461596024289601246e+03 7.351521404610139143e+03 -9.507677044725331143e+03 1.015229631833274834e+04 -9.359366865086296457e+03 8.062050332267257545e+03 -6.875974325465328548e+03 5.735452474070393691e+03 -4.619735498833796555e+03 3.577049995180228052e+03 -2.750072777781795139e+03 2.208682741781976347e+03 -1.831907430274696935e+03 1.328014432454070175e+03 -7.715086812664671925e+02 1.239647970238697212e+02 8.356514369182821156e+02 -1.817128331985143859e+03 2.634104292085370162e+03 -3.361686335615784628e+03 3.984651026288208868e+03 -4.521850496142000338e+03 5.027738050165715322e+03 -5.424318119302196465e+03 5.695313144143040518e+03 -5.717537924030950307e+03 5.223311361080724055e+03 -4.381763952176280327e+03 3.442466147352496137e+03 -2.388301828595639563e+03 1.204611143556955767e+03 6.089906530233292870e+01 -1.529265074169343507e+03 3.221300019562618672e+03 -5.150368600606218024e+03 6.845002832325445524e+03 -6.362372136729155500e+03 3.059763818247081417e+03 -9.868265069267964691e+02 3.819474406140265614e+02 5.375569320558903428e+02 -1.812544806437717204e+00
5.923463140790233616e+00 -1.807182114096726082e+03 -3.476118706052914604e+03 7.104702642070356887e+03 -2.177240767856991442e+04 4.063530267101459322e+04 -2.820639934073703989e+04 8.161565968670527582e+03 4.816095965771779447e+03 -1.352662336064288684e+04 1.876369326208899292e+04 -2.037336880250094327e+04 1.897457093789409919e+04 -1.638698684329738535e+04 1.395018994719975490e+04 -1.170566761212845267e+04 9.526061676443587203e+03 -7.476621624681356479e+03 5.879630827680097354e+03 -4.825969129450113542e+03 4.082191937355285063e+03 -3.137564845534832330e+03 2.029643934240941917e+03 -6.340839750695164412e+02 -1.378409510024910560e+03 3.448977041269127312e+03 -5.211127043253081865e+03 6.755694666569483161e+03 -8.106191798874189772e+03 9.301648268830742381e+03 -1.039245739670900912e+04 1.122501210454504508e+04 -1.181196132998602116e+04 1.190359438885291456e+04 -1.091978419593058607e+04 9.198251331022378508e+03 -7.275969379767886494e+03 5.116514737512225111e+03 -2.634993371243314414e+03 -4.441615844462005214e+01 3.104470769824117724e+03 -6.613577303188927544e+03 1.058559661220154885e+04 -1.410452483597107130e+04 1.319572510492720357e+04 -6.362372136729106387e+03 2.050118642073650790e+03 -8.111726443429245137e+02 -1.103972265759502079e+03 3.746376057431684892e+00
-5.950329761506512050e+00 1.436556220602058147e+03 2.551197214375373733e+03 -4.741183080187991436e+03 1.294221895154026060e+04 -2.820639934073698896e+04 3.168415364075085017e+04 -1.561485884280362734e+04 1.054903060698239415e+03 9.047543547924789891e+03 -1.673653447467703154e+04 2.003925672942623351e+04 -1.930970452889317312e+04 1.715216894627146758e+04 -1.486472896285948445e+04 1.271268286902668297e+04 -1.060324987890549710e+04 8.495688541676418026e+03 -6.818198334974781574e+03 5.649206684933362340e+03 -4.752059208239388681e+03 3.819003751189954983e+03 -2.773076004590580396e+03 1.294627245290515930e+03 7.825588625872092052e+02 -2.981399777470268873e+03 4.963072837254797378e+03 -6.637459214740438256e+03 8.153232011693825370e+03 -9.644885687154701372e+03 1.101996380940927702e+04 -1.205837447322663138e+04 1.280817797354257891e+04 -1.299997051773942985e+04 1.196591315589201076e+04 -1.009689398837933186e+04 8.028710885323357616e+03 -5.709006610663450374e+03 2.938756898941744566e+03 6.461343715165425294e+01 -3.284499325288863929e+03 6.926302900937247614e+03 -1.110056368224738799e+04 1.489123656995021520e+04 -1.410452483597038554e+04 6.845002832325065356e+03 -2.206316596721791029e+03 8.904274227677320823e+02 1.145611893966328353e+03 -3.997724825246944835e+00
4.017938842044129544e+00 -6.177659158053223791e+02 -7.281249862814607923e+02 5.320132143344138740e+02 -2.860430674702622127e+03 8.161565968670228358e+03 -1.561485884280340360e+04 1.844831688541845870e+04 -1.085756087387926164e+04 1.666455314583331528e+03 6.073334648684265630e+03 -1.154589543085362675e+04 1.332652211315894237e+04 -1.279292443469568207e+04 1.175868566806808849e+04 -1.055984077210688338e+04 9.141510066983966681e+03 -7.527732561013120176e+03 6.164824905032599418e+03 -5.154530632611036708e+03 4.284217276815164041e+03 -3.563576572273319471e+03 2.858355391718096598e+03 -1.757267721049944839e+03 2.320498254794441948e+02 1.479034913191464057e+03 -3.167511203574236788e+03 4.591941257324054277e+03 -5.871716228398480780e+03 7.202788550989160285e+03 -8.437243344513541160e+03 9.358086097809917192e+03 -1.003071307176846676e+04 1.023976755380969553e+04 -9.443793788500826849e+03 7.960304005757451705e+03 -6.295170361347272774e+03 4.386162102654509908e+03 -2.056773823982897284e+03 -3.792284315640066552e+02 2.716463929136605657e+03 -5.262492002950206370e+03 8.274008089866181763e+03 -1.110056368224661855e+04 1.058559661220033377e+04 -5.150368600605603206e+03 1.648001313394401905e+03 -6.845239509402155136e+02 -8.041037000376389869e+02 3.033616525888767512e+00
-1.974374980318162054e+00 6.473406715235637421e+01 -3.631471020795069080e+02 1.474722951986419275e+03 -3.461596024289776778e+03 4.816095965772091404e+03 1.054903060698003856e+03 -1.085756087387919433e+04 1.540662873979053802e+04 -1.215013811708825415e+04 5.340346278573036216e+03 1.013859660744696498e+03 -5.673303527477855823e+03 7.597387055296566359e+03 -7.966344755794379125e+03 7.915988428712640598e+03 -7.354528509137277979e+03 6.371694273764958780e+03 -5.493278617698806556e+03 4.755111713083582799e+03 -3.980512396403863931e+03 3.400540775530877909e+03 -2.907077746465954988e+03 2.157226994249201653e+03 -1.212292408713797840e+03 8.164305584003969329e+01 1.198192433382725085e+03 -2.365524256914668968e+03 3.476552997176373992e+03 -4.674849144170471845e+03 5.776000769525883697e+03 -6.577973356256154148e+03 7.121623923086790455e+03 -7.236351573848233784e+03 6.590826535887319551e+03 -5.457274053149263636e+03 4.174976285705465671e+03 -2.702415980411900364e+03 9.374194334317576249e+02 7.922133621341733942e+02 -2.173285365497824387e+03 3.546673249809749450e+03 -5.262492002949705238e+03 6.926302900936056176e+03 -6.613577303187513280e+03 3.221300019561919271e+03 -1.015844763607778759e+03 4.325949882935963728e+02 4.295655742891333375e+02 -1.993602806035181363e+00
1.431547982654605145e-01 2.859411196331648171e+02 9.395179066516557214e+02 -2.473266794664982172e+03 7.351521404610282843e+03 -1.352662336064303963e+04 9.047543547924811719e+03 1.666455314583354721e+03 -1.215013811708826324e+04 1.906115641020776820e+04 -1.754821321491495473e+04 1.032749138820891312e+04 -3.331966952535643941e+03 -1.644289972840798328e+03 4.260235643263433303e+03 -5.498072959765431733e+03 5.959514457013445281e+03 -5.734545576507338410e+03 5.362411646367051617e+03 -4.943403118798842115e+03 4.303974232564397425e+03 -3.797643618679776864e+03 3.398740044210990618e+03 -2.887159107384603431e+03 2.391036603606286008e+03 -1.746093317438366739e+03 7.990614794508751402e+02 2.287472046769000826e+02 -1.351522374651071459e+03 2.595373135263635504e+03 -3.731445262531440676e+03 4.567421980310398794e+03 -5.050427495426465612e+03 5.022942595210694890e+03 -4.403804505546313521e+03 3.420049312480411572e+03 -2.307386066104209476e+03 1.101723930870424738e+03 2.193346090741720218e+02 -1.322838902830469578e+03 1.844071677078858102e+03 -2.173285365497485145e+03 2.716463929135707076e+03 -3.284499325287254578e+03 3.104470769822401962e+03 -1.529265074168483807e+03 4.688951921364760551e+02 -1.851906916488663910e+02 -9.721546194357050297e+01 1.167626482474448890e+00
