0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.716648817862637566e-01 4.759012083293838735e-01 4.788315182971124573e-01 4.814706525254294212e-01 4.847767958035741898e-01 4.879932160359705673e-01 4.904976856477500369e-01
8.136228936085095897e-01 8.291546560446203529e-01 8.362998382212823989e-01 8.398527800876487426e-01 8.418718227733709147e-01 8.423651664271571970e-01 8.414019045550604758e-01
8.150770625695447080e-01 8.330251516438889059e-01 8.431496046543872636e-01 8.500517032590569899e-01 8.561052935445571110e-01 8.604127398005558813e-01 8.634968642680753703e-01
8.157946755020586416e-01 8.342315922498684255e-01 8.445260268525345282e-01 8.515638300816983364e-01 8.578299610528299368e-01 8.628007954455809703e-01 8.669424407564761959e-01
8.163481433383221741e-01 8.346224972832048117e-01 8.449513754407010913e-01 8.520356089550121803e-01 8.586259801593869589e-01 8.637722457056021819e-01 8.675878137313596250e-01
8.174616914762101727e-01 8.357913136421353251e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897634978e-01 8.652604366167659933e-01 8.687528034230057594e-01
8.174616914762101727e-01 8.357913136421353251e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897634978e-01 8.652604366167659933e-01 8.687528034230057594e-01
8.174616914762101727e-01 8.357913136421353251e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897634978e-01 8.652604366167659933e-01 8.687528034230057594e-01
8.174616914762101727e-01 8.357913136421353251e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897637199e-01 8.652604366167659933e-01 8.687528034230056484e-01
8.174616914762101727e-01 8.357913136421353251e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897634978e-01 8.652604366167659933e-01 8.687528034230057594e-01
8.174616914762101727e-01 8.357913136421355471e-01 8.459142299839393919e-01 8.529120690436502450e-01 8.597848276897634978e-01 8.652604366167659933e-01 8.687528034230056484e-01
8.162368593425186614e-01 8.345047562682474940e-01 8.447957337650807697e-01 8.519761721489594875e-01 8.587257144610649373e-01 8.641060513979621494e-01 8.678817387886382795e-01
8.157583871153508692e-01 8.339946920858350987e-01 8.442325862860327046e-01 8.512159119001282415e-01 8.574763370794288297e-01 8.621984588221345280e-01 8.654641241784699623e-01
8.143042181543156399e-01 8.301241964865665457e-01 8.373828198529278399e-01 8.410169887287202162e-01 8.432428663082427445e-01 8.441508854487359548e-01 8.433691644654548458e-01
4.720420032632535179e-01 4.760781829925505582e-01 4.790693656774168696e-01 4.818300301713974165e-01 4.852957347735704641e-01 4.884909109444283137e-01 4.906681985887236808e-01
1.113548137888003978e-03 1.168816358930318015e-03 9.628545432381912681e-04 8.764600886380163273e-04 1.158847530376483793e-03 1.488190911163721642e-03 1.164989691646111216e-03
