0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.886434928603203665e-02 1.717319857219525708e-02 1.244784863568516170e-02 1.026966611649931908e-02 8.946543169823833325e-03 8.031658282202742624e-03 7.347657345431421808e-03 6.807265238650344122e-03 6.361542739035446099e-03 5.980841247765687069e-03
2.730695102904399096e-01 1.261534581460588000e-01 9.407902710343019059e-02 7.825809830659936905e-02 6.840501302776171022e-02 6.151210234997989135e-02 5.632692438404460211e-02 5.221533126958256832e-02 4.881560837066493963e-02 4.590653411252948457e-02
2.945007118180986150e-01 2.266906149304562523e-01 1.816282245045988675e-01 1.552761259785634951e-01 1.376778551545887186e-01 1.248834528497034524e-01 1.150108858271045031e-01 1.070315764567050798e-01 1.003324777042671340e-01 9.452947866735486593e-02
2.942718739936818761e-01 2.754365946610284333e-01 2.419482469112244072e-01 2.157841850979767551e-01 1.959836956306295064e-01 1.805082203744314828e-01 1.679532844709899775e-01 1.574072715759577967e-01 1.482769903239877229e-01 1.401733729115998139e-01
2.939999634250424765e-01 2.912419466921545297e-01 2.746279829940162509e-01 2.555100559468809207e-01 2.382654650140982877e-01 2.233079298972522608e-01 2.102539082007804094e-01 1.986654206844189474e-01 1.881972398228389798e-01 1.786021583098470478e-01
2.943446987655439218e-01 2.932256959945987451e-01 2.872395051559460954e-01 2.763568885170111233e-01 2.639988804905202269e-01 2.516353245469805655e-01 2.397126177522402868e-01 2.283350862055152364e-01 2.175061562350497080e-01 2.072028790279720201e-01
2.943523779083679348e-01 2.933286291173389237e-01 2.917374534661260066e-01 2.866705179742524146e-01 2.788510882761265908e-01 2.693961701452998181e-01 2.590854040262027258e-01 2.484172525446358137e-01 2.377050311298705698e-01 2.271429129624280008e-01
2.939907399066866711e-01 2.948876658966271824e-01 2.944366868153928118e-01 2.919178186194495428e-01 2.865641921083192378e-01 2.788493814204725529e-01 2.695672581348602659e-01 2.593955942369529644e-01 2.488192226055679634e-01 2.381604590817229805e-01
2.939907399066866156e-01 2.948876658966271824e-01 2.944366868153929229e-01 2.919178186194494318e-01 2.865641921083191823e-01 2.788493814204725529e-01 2.695672581348602104e-01 2.593955942369526868e-01 2.488192226055681022e-01 2.381604590817231193e-01
2.943523779083678793e-01 2.933286291173385907e-01 2.917374534661263397e-01 2.866705179742520815e-01 2.788510882761265353e-01 2.693961701453000401e-01 2.590854040262027258e-01 2.484172525446355084e-01 2.377050311298706253e-01 2.271429129624276122e-01
2.943446987655439773e-01 2.932256959945981345e-01 2.872395051559466506e-01 2.763568885170107903e-01 2.639988804905205599e-01 2.516353245469804545e-01 2.397126177522400092e-01 2.283350862055155694e-01 2.175061562350499023e-01 2.072028790279714094e-01
2.939999634250425320e-01 2.912419466921543076e-01 2.746279829940173056e-01 2.555100559468815313e-01 2.382654650140997310e-01 2.233079298972527882e-01 2.102539082007804927e-01 1.986654206844200576e-01 1.881972398228395904e-01 1.786021583098470478e-01
2.942718739936818761e-01 2.754365946610281557e-01 2.419482469112254064e-01 2.157841850979774490e-01 1.959836956306311717e-01 1.805082203744322045e-01 1.679532844709901440e-01 1.574072715759589625e-01 1.482769903239882781e-01 1.401733729116002025e-01
2.945007118180987260e-01 2.266906149304563911e-01 1.816282245045997834e-01 1.552761259785640502e-01 1.376778551545901341e-01 1.248834528497040908e-01 1.150108858271046974e-01 1.070315764567059125e-01 1.003324777042675087e-01 9.452947866735529614e-02
2.730695102904399652e-01 1.261534581460585780e-01 9.407902710343039876e-02 7.825809830659932742e-02 6.840501302776216819e-02 6.151210234998003012e-02 5.632692438404456048e-02 5.221533126958273485e-02 4.881560837066498820e-02 4.590653411252956784e-02
6.886434928603207828e-02 1.717319857219512871e-02 1.244784863568506629e-02 1.026966611649921153e-02 8.946543169823796895e-03 8.031658282202671501e-03 7.347657345431328133e-03 6.807265238650286876e-03 6.361542739035381047e-03 5.980841247765621149e-03
