8.909837406170160318e-03 1.470171443166422114e-02 2.781773440502545436e-02 3.647469138315664189e-02 5.486231474622960125e-02 -5.927834089771021747e-02 6.503220107451933296e-02 6.384983987612362355e-02 -7.089897392200822379e-02 8.144284613280614038e-02 8.866534502377065863e-02 -9.764088226247395752e-02 9.990800938108816698e-02 1.040693769064189450e-01 -1.027064116648273157e-01 -1.052421420287448228e-01 1.035868596968738953e-01 1.010722746742152567e-01 -9.497440837377577050e-02 8.979423242100396940e-02 -8.456651425604927441e-02 -7.752021765167857459e-02 -6.985569719557560564e-02 -6.239437087030078044e-02 5.620031201114378955e-02 -5.068692454159363231e-02 -4.512091815147443313e-02 4.070283386460393782e-02 3.655974542533919208e-02 3.402883572947606322e-02 3.262521608755939578e-02 -3.237297569120588941e-02 3.233315390767545899e-02 3.229592701288049039e-02 3.266996538760499197e-02 -3.330738855672218945e-02 3.439842932430652034e-02 -3.505206748751509699e-02 3.618248502385684739e-02 -3.641879897443018460e-02 -3.704942096400285628e-02 3.793637829285229773e-02 -3.833685233147927224e-02 -3.983828730229055370e-02 -3.959923445829828526e-02 4.038324990858394026e-02 3.831082472688514956e-02 -3.726832181611645228e-02 -3.513833068881409838e-02 3.398126526851123069e-02 -3.203676877039426940e-02 3.314731894919557137e-02 -3.419492596520433414e-02 3.117110267055282422e-02 -2.797537949960463705e-02 1.506519005591847385e-02 1.278021442007342204e-02 -1.671265787488084020e-02 -9.732998427845135705e-03 -6.319069571869057045e-01 6.418007294069074664e-01
2.250791376723212250e-02 3.702275390282636774e-02 6.967813159450060578e-02 9.085055304959785416e-02 1.359027731705746145e-01 -1.460841588279881142e-01 1.594446207343148403e-01 1.555116791625903994e-01 -1.714640282974065899e-01 1.952377191652284738e-01 2.105169596406939736e-01 -2.291508641817055492e-01 2.315538312215786598e-01 2.379463987563674443e-01 -2.314934611068173997e-01 -2.337244175567551596e-01 2.265584388429977281e-01 2.175610640005197216e-01 -2.008511160818849117e-01 1.863236574600078410e-01 -1.719644074960928748e-01 -1.543505098759969940e-01 -1.359768095715456204e-01 -1.185345328537434073e-01 1.040967951290535376e-01 -9.145128465139144847e-02 -7.925100351184215242e-02 6.953282566295686251e-02 6.063781979371428432e-02 5.463229921774954284e-02 5.047798515251360890e-02 -4.812922729178803483e-02 4.610208302946434272e-02 4.417051089805189290e-02 4.290299856222409142e-02 -4.208150032299062121e-02 4.180988938442515429e-02 -4.093817168292169378e-02 4.053681031545657704e-02 -3.910019501725221780e-02 -3.815129892315798077e-02 3.748116952674928476e-02 -3.640268969064218429e-02 -3.631742364798194039e-02 -3.468719237795868382e-02 3.411738430285333329e-02 3.138564294962623707e-02 -2.981615752038008910e-02 -2.753411995765155454e-02 2.599817884143675040e-02 -2.360819052539779236e-02 2.332471039737646357e-02 -2.294007286204460816e-02 2.026815990017837021e-02 -1.789044649227495079e-02 9.707319596543273824e-03 8.210965855644640835e-03 -1.133947350338354587e-02 -6.774807791869089275e-03 3.008754096983909387e-01 -3.055862183852853797e-01
2.700404318835538525e-02 4.356906557221725679e-02 7.918339373513148816e-02 9.919596950478963560e-02 1.421150422935826829e-01 -1.460426188117384949e-01 1.518887638090319625e-01 1.387815963240995321e-01 -1.427589972528701123e-01 1.492763800711515987e-01 1.463042849302110260e-01 -1.404459140396510375e-01 1.211541979882178599e-01 1.005281158901716182e-01 -7.226697841104050279e-02 -4.579675916291022636e-02 1.750528616074507882e-02 -9.181797066587069414e-03 3.398854102199577037e-02 -5.618513816434379804e-02 7.582717464380454853e-02 9.053575647990745601e-02 1.010772819795649341e-01 1.079137088855646742e-01 -1.125631807544154317e-01 1.148453969893041132e-01 1.136316732728921003e-01 -1.125970720200358682e-01 -1.101435409958941430e-01 -1.107311252506854582e-01 -1.136493499845414312e-01 1.193003812273216169e-01 -1.248394671675921580e-01 -1.296729557124974286e-01 -1.357447231557032119e-01 1.425370360411230275e-01 -1.509534137367203321e-01 1.569640343728311571e-01 -1.646063769014281808e-01 1.677804572413912898e-01 1.724786805712689441e-01 -1.781996412705701416e-01 1.812661715786578476e-01 1.891080676929495497e-01 1.883087993140811767e-01 -1.923703238955427608e-01 -1.832661578507786826e-01 1.796295005869771588e-01 1.708580396290291237e-01 -1.659692329472020889e-01 1.557158284552283278e-01 -1.588371996272812114e-01 1.609095180535063674e-01 -1.449521152236612764e-01 1.296495451807313792e-01 -7.047306751600981856e-02 -5.974703751699307619e-02 8.131427672098093251e-02 4.824415979542477639e-02 -6.422611516339733762e-02 6.523170403093142555e-02
4.137646128978136190e-02 6.581026814113240253e-02 1.165228296451833179e-01 1.416126146595380886e-01 1.962046634535020706e-01 -1.944676725299672726e-01 1.941233361948445924e-01 1.669237287707871498e-01 -1.596492970725631455e-01 1.506659164871914092e-01 1.290793778717858886e-01 -9.949502092184864255e-02 5.775271744307498151e-02 1.303895706069421387e-02 3.334726762054283228e-02 7.931099190335130777e-02 -1.189526142925713403e-01 -1.519688856577512681e-01 1.742672693251576810e-01 -1.911756286489377510e-01 2.016302934276709147e-01 2.011774710907834052e-01 1.931128431844271465e-01 1.800116710896739747e-01 -1.657672160035944253e-01 1.499179767846102462e-01 1.312730139471789403e-01 -1.140629101810784196e-01 -9.621745099363722409e-02 -8.149778145791938821e-02 -6.830333585145652309e-02 5.671546372578374628e-02 -4.466335386183484940e-02 -3.204527172172681737e-02 -1.902609245338234348e-02 5.414249815583875060e-03 9.308193151515075855e-03 -2.474455904409090384e-02 4.112233134057479561e-02 -5.676865703609399599e-02 -7.285051433976535984e-02 8.992719135052522350e-02 -1.054799175529391453e-01 -1.244623329999328259e-01 -1.375615162970803274e-01 1.534109136818325447e-01 1.577546967725957650e-01 -1.650279714478389836e-01 -1.662203186798865140e-01 1.694218192000545853e-01 -1.664561560387106398e-01 1.763949906335035289e-01 -1.846900035353040703e-01 1.703590417722381511e-01 -1.560411693373617570e-01 8.626933674042062961e-02 7.353126013238171776e-02 -1.019646025741774847e-01 -6.093711066186592584e-02 1.762660774707269784e-02 -1.790258779402927741e-02
4.785337644720877304e-02 7.473890475748867779e-02 1.276820497663634368e-01 1.482236967028630337e-01 1.941800512114755795e-01 -1.800808470604143285e-01 1.655989716781789689e-01 1.246902624556615602e-01 -9.967297471599816105e-02 6.866949409097755641e-02 2.983011461346870424e-02 1.682852632524995881e-02 -6.260147013577337105e-02 -1.065803155169616212e-01 1.375287701850647359e-01 1.631246357206611319e-01 -1.708502811674665889e-01 -1.658768110826007447e-01 1.449726102901091884e-01 -1.175576301164107940e-01 8.420517450422196348e-02 4.643241528465379131e-02 7.914579136120166933e-03 -2.832033524724377957e-02 6.029415620458387914e-02 -8.763883368574700017e-02 -1.083990858392256673e-01 1.253361569114340157e-01 1.366232209482570459e-01 1.476997030230676189e-01 1.584371309859050891e-01 -1.697325058414977939e-01 1.779387665373701466e-01 1.821570950979988779e-01 1.847499426128896560e-01 -1.846189685784011825e-01 1.823159014540327305e-01 -1.729903990469257025e-01 1.615278132376315456e-01 -1.421560387350494781e-01 -1.212567612351011237e-01 9.710982689154777636e-02 -6.910213228745044900e-02 -3.889696423893099914e-02 -5.057063154237442792e-03 -2.871908772643215479e-02 -5.970561829951458871e-02 8.915454458925334280e-02 1.134011531869489331e-01 -1.357054500055979718e-01 1.520542487762343020e-01 -1.773178707711242086e-01 2.002636232033392916e-01 -1.945577168926402312e-01 1.876375306848816760e-01 -1.076933098710493308e-01 -9.278588942248783278e-02 1.344331777222664559e-01 8.169543001618435885e-02 -3.595341757519313931e-03 3.651634215911981392e-03
5.999680007522655706e-02 9.203228047041200899e-02 1.514793957424541426e-01 1.670524810949260419e-01 2.043730620533024123e-01 -1.732132111035008248e-01 1.403602712413380138e-01 8.194060156390581273e-02 -3.816840669769634015e-02 -1.265935230105125209e-02 -6.298560596748503659e-02 1.161258929791415262e-01 -1.527330510788802720e-01 -1.788612060547382643e-01 1.779917216571507144e-01 1.648139306949718275e-01 -1.282812000821509091e-01 -7.944684689900409491e-02 2.061963313621904478e-02 3.763823322077343436e-02 -9.195063347634559181e-02 -1.352181465143532657e-01 -1.660194427998474553e-01 -1.835456844282967459e-01 1.900739439439374512e-01 -1.858624350093937838e-01 -1.701782197170592092e-01 1.498637014960877978e-01 1.237992051661513937e-01 9.809425101447399875e-02 7.111191351048957998e-02 -4.335859349004787117e-02 1.294384054407318740e-02 -1.895284825563161787e-02 -5.173642341370889020e-02 8.354562243972056546e-02 -1.142592326675086062e-01 1.393812363477496263e-01 -1.612274338807949681e-01 1.731628904100189770e-01 1.802348608132567642e-01 -1.810841989644167427e-01 1.715610443098121163e-01 1.577195449094311031e-01 1.291703021994719536e-01 -9.844904812354614287e-02 -5.718407987803037634e-02 1.734738050923092384e-02 -2.321017369317759232e-02 6.105040088751310240e-02 -9.738404617753257386e-02 1.377078723967026797e-01 -1.769187584063612040e-01 1.858615492873248176e-01 -1.921451195961843827e-01 1.153084251633124113e-01 1.006650809836339144e-01 -1.522136701604178133e-01 -9.390081490132118347e-02 3.787843398681308826e-04 -3.847153472060976321e-04
6.882248786288169828e-02 1.033865783623636042e-01 1.628056461434971014e-01 1.684051682848181353e-01 1.877246867801200536e-01 -1.381667183977092206e-01 8.686887902283327301e-02 1.740450880972677430e-02 3.795516124597130697e-02 -9.524288519650066231e-02 -1.381273445413203349e-01 1.714698915728693485e-01 -1.734632242016397596e-01 -1.566009483682482273e-01 1.107782756929418660e-01 5.353663214133950327e-02 1.358308494531266890e-02 7.741806387500838049e-02 -1.291156215943974339e-01 1.640090157191628761e-01 -1.787232849951700120e-01 -1.689952084352424888e-01 -1.396850105459992997e-01 -9.657467931310213805e-02 4.752579982084354643e-02 3.530684216029911487e-03 5.122788321997606004e-02 -9.303322873937683313e-02 -1.255739121393663338e-01 -1.521933312156532325e-01 -1.726076099481799186e-01 1.870549270575932732e-01 -1.911123132488942444e-01 -1.835655775142890633e-01 -1.667990702920347512e-01 1.408479955496645952e-01 -1.068683188840638815e-01 6.421309319847674779e-02 -1.764025889810687600e-02 -3.100422302017876233e-02 -7.751205832722687927e-02 1.208535897850433749e-01 -1.535226233962947995e-01 -1.803721239916865893e-01 -1.862556395286081024e-01 1.837907905958431343e-01 1.567025005299537144e-01 -1.245800204162200581e-01 -8.029598655181995059e-02 3.387887284195902765e-02 2.063703749882659158e-02 -7.637797436058271772e-02 1.351151146074205112e-01 -1.643548271481167222e-01 1.897170657004942917e-01 -1.212048093469859089e-01 -1.077015628488690036e-01 1.716155077182861532e-01 1.077113832640772401e-01 2.372869043259997159e-05 -2.409944564821168330e-05
8.047163973281555582e-02 1.181846989101792145e-01 1.770896823314147273e-01 1.695675959211265793e-01 1.664992560304837110e-01 -9.604935026932581721e-02 2.622325951919908180e-02 -4.933521168926151973e-02 1.075340169639521504e-01 -1.565840000366251761e-01 -1.758641830896191527e-01 1.716300775232643405e-01 -1.295869699766090399e-01 -6.785197251527071149e-02 -9.107019087408955993e-03 -8.475909660110468591e-02 1.432811056118213078e-01 1.758594977189563702e-01 -1.737336516482129722e-01 1.443841374714110171e-01 -9.175736144236418257e-02 -2.449709413845992459e-02 4.562989448580207635e-02 1.077870999768857363e-01 -1.547249368593120178e-01 1.827998056992200804e-01 1.881057424927413679e-01 -1.770062453865355878e-01 -1.488591484744827831e-01 -1.125594388353577252e-01 -6.820129543806062455e-02 1.929660981609103432e-02 3.278331560758862562e-02 8.258388181676758200e-02 1.268614758045278623e-01 -1.604868891176149670e-01 1.819746367270405618e-01 -1.845396064413038495e-01 1.725240395669213334e-01 -1.402515741034409680e-01 -9.642503392350811053e-02 4.131205140081626453e-02 1.835520303351851137e-02 8.013819979605307786e-02 1.308455192100047848e-01 -1.711742391223829429e-01 -1.831491005377052783e-01 1.812041860023062279e-01 1.553709077406754124e-01 -1.175946049330366949e-01 5.914429542204396179e-02 2.781871885276054283e-03 -7.571210789860879919e-02 1.257393919894331802e-01 -1.728533638786373672e-01 1.203440413935140674e-01 1.092965233264420882e-01 -1.861257648159585498e-01 -1.192470299642451603e-01 2.844232819557742232e-04 -2.888774330503252464e-04
8.984110919713073073e-02 1.289748535263286755e-01 1.833947228975049137e-01 1.606097522598730620e-01 1.322581846631318558e-01 -4.417572862937905326e-02 -3.817789913708934113e-02 -1.087230157947688680e-01 1.558247854329231907e-01 -1.785732205671915762e-01 -1.599781558539924986e-01 1.089542919642843416e-01 -2.976797320270115066e-02 5.562585028828602451e-02 -1.258081509668129705e-01 -1.717885818573335888e-01 1.742346130350116984e-01 1.392122739756743166e-01 -7.054440197589119388e-02 -1.038240359277602456e-02 8.937012709702665814e-02 1.480499961245931861e-01 1.775446199703626660e-01 1.741004507923055722e-01 -1.428325115862124906e-01 8.979591787297047656e-02 2.443934038310414253e-02 4.162551762398061794e-02 9.946530354220321779e-02 1.456373770044109284e-01 1.768847344361624829e-01 -1.910823483755303698e-01 1.831744783206072091e-01 1.532024405875654638e-01 1.057552523789376531e-01 -4.599378134613063551e-02 -2.055025795152068402e-02 8.482969121270042545e-02 -1.399683794846157125e-01 1.738368485677193598e-01 1.857550782664767475e-01 -1.723468009579780247e-01 1.322186282461182694e-01 7.360130517814099382e-02 5.238379232429313031e-04 7.211752179560808329e-02 1.304439832698599810e-01 -1.722041733996434176e-01 -1.848578576688617303e-01 1.741712721435153821e-01 -1.291675766754324106e-01 7.194554307840062002e-02 8.848094856811004882e-03 -7.876668023477233216e-02 1.491369326934429418e-01 -1.166526021760042470e-01 -1.088112730254279098e-01 1.995029312656034226e-01 1.305165087680651981e-01 -3.312514205589918372e-04 3.364385879592228599e-04
9.957448282642580861e-02 1.394964136051410342e-01 1.871516163540241084e-01 1.471042104405607676e-01 9.224351638569083800e-02 9.764045730791731659e-03 -9.741547357629777582e-02 -1.518103604096431580e-01 1.748740586757755455e-01 -1.587565701892499348e-01 -9.911688916860234011e-02 9.943328171479654670e-03 8.128538767985633851e-02 1.531568467065217154e-01 -1.761294461565161562e-01 -1.562164045745948748e-01 8.831646742577688169e-02 -1.416297472714905803e-03 9.113216644526456189e-02 -1.556036265362477911e-01 1.807892971998895093e-01 1.589152840554947654e-01 9.935118055669739379e-02 1.806694068698148567e-02 6.465183399456907176e-02 -1.339363601916325197e-01 -1.753127458558119411e-01 1.873983476279918459e-01 1.669609483170482189e-01 1.245642253199115007e-01 6.369406442299596627e-02 6.349560390927812444e-03 -7.752342125918111615e-02 -1.369758700547288877e-01 -1.763033030301165982e-01 1.870918511353003022e-01 -1.680318886379159049e-01 1.178614694336551777e-01 -4.844920678169793021e-02 -3.070941268340694058e-02 -1.034575040634926890e-01 1.596834811297379864e-01 -1.834952075954011386e-01 -1.777210250830393856e-01 -1.307683700354616563e-01 6.308956213447410033e-02 -2.077402685324066661e-02 9.895524514127755633e-02 1.564622171727614031e-01 -1.851020638636020621e-01 1.712931566494817481e-01 -1.330330042191031903e-01 5.674742717297946021e-02 2.631027979629759969e-02 -1.167388921699911847e-01 1.078467581872984554e-01 1.037281185573785541e-01 -2.083757884462239252e-01 -1.396212022340945769e-01 2.956942133923823692e-04 -3.003240888918486682e-04
