5.475683389588356098e-01 8.215709528073959420e-03 7.453718030060291731e-03 8.169668324489074384e-05 8.224502268762500607e-04 4.920403279521390902e-04 5.023382392681169980e-04 3.775866059550177299e-04 3.775866059550177299e-04 5.023382392681169980e-04 4.920403279523277414e-04 8.224502268760614096e-04 8.169668324470211976e-05 7.453718030060669901e-03 8.215709528073581250e-03 5.475683389588356098e-01
5.471315698688807849e-01 9.716930233554774837e-03 7.421053760813662442e-03 8.217678720020213932e-05 8.077901150818440814e-04 4.865746639443828511e-04 4.938393243906777710e-04 3.728724911923181058e-04 3.728724911921294004e-04 4.938393243906777710e-04 4.865746639440054404e-04 8.077901150814667790e-04 8.217678720001352880e-05 7.421053760813473357e-03 9.716930233555153007e-03 5.471315698688807849e-01
5.464105957965547100e-01 1.110341924821466909e-02 7.386324614725465511e-03 8.406577053481163113e-05 7.927341450649341486e-04 4.820681179910415179e-04 4.837966497920821079e-04 3.678518298039304153e-04 3.678518298039304153e-04 4.837966497920821079e-04 4.820681179912302233e-04 7.927341450649341486e-04 8.406577053443441009e-05 7.386324614725842813e-03 1.110341924821410184e-02 5.464105957965547100e-01
5.454147632229091602e-01 1.237912056817921762e-02 7.349662791206269634e-03 8.710800878024011883e-05 7.776979450072501240e-04 4.787203566368625359e-04 4.725545474367096000e-04 3.628122160430648484e-04 3.628122160428761431e-04 4.725545474368983596e-04 4.787203566370512413e-04 7.776979450074387751e-04 8.710800878042872935e-05 7.349662791206269634e-03 1.237912056817902853e-02 5.454147632229091602e-01
5.441567265103691708e-01 1.354818275177196475e-02 7.310497595447026757e-03 9.082663284110294036e-05 7.627239823418071642e-04 4.764934914727266988e-04 4.601647092048836160e-04 3.577570009701004617e-04 3.577570009708552832e-04 4.601647092050723214e-04 4.764934914729154042e-04 7.627239823421844665e-04 9.082663284148016140e-05 7.310497595446649455e-03 1.354818275177272283e-02 5.441567265103691708e-01
5.426506080397280884e-01 1.461597959263964339e-02 7.269197756279391354e-03 9.539688609510121680e-05 7.478040211753772320e-04 4.754888739992361958e-04 4.473035147669841621e-04 3.532426112530723857e-04 3.532426112528836803e-04 4.473035147667954025e-04 4.754888739992361958e-04 7.478040211751885808e-04 9.539688609510121680e-05 7.269197756279580439e-03 1.461597959263945430e-02 5.426506080397280884e-01
5.409120038684133158e-01 1.558797363743020040e-02 7.225632253970612831e-03 1.007267475523699522e-04 7.325273194725501549e-04 4.753237972499810282e-04 4.342144618345476423e-04 3.492539678112236844e-04 3.492539678114123898e-04 4.342144618351138669e-04 4.753237972496036174e-04 7.325273194725501549e-04 1.007267475527471597e-04 7.225632253970612831e-03 1.558797363742963141e-02 5.409120038684133158e-01
5.389571560603169109e-01 1.647001363910699512e-02 7.180298212388046275e-03 1.069730495562603884e-04 7.170134130604993933e-04 4.760960324657080361e-04 4.211924295543481751e-04 3.459309055075031705e-04 3.459309055071257597e-04 4.211924295545369347e-04 4.760960324660853927e-04 7.170134130601220910e-04 1.069730495562603884e-04 7.180298212387479888e-03 1.647001363910737676e-02 5.389571560603169109e-01
5.368029431520930927e-01 1.726745930047725308e-02 7.132807548831367195e-03 1.139289966532997905e-04 7.010031236490132933e-04 4.775675558305753901e-04 4.087458313112135155e-04 3.435955867700089708e-04 3.435955867700089708e-04 4.087458313106473451e-04 4.775675558303867389e-04 7.010031236486359910e-04 1.139289966532997905e-04 7.132807548831556280e-03 1.726745930047687491e-02 5.368029431520930927e-01
5.344662277912755055e-01 1.798558987987708066e-02 7.082957306616779677e-03 1.209985611111848419e-04 6.850452614133416144e-04 4.800826195976010385e-04 3.966140107858320200e-04 3.420801670006774786e-04 3.420801670001113624e-04 3.966140107860207254e-04 4.800826195976010385e-04 6.850452614135302655e-04 1.209985611115620358e-04 7.082957306616213290e-03 1.798558987987745883e-02 5.344662277912755055e-01
5.319637737207412176e-01 1.862929559957997999e-02 7.031255484324760129e-03 1.288191954845819328e-04 6.688442879231943283e-04 4.839004281157119878e-04 3.842224151386672390e-04 3.410828822953808912e-04 3.410828822955695966e-04 3.842224151386672390e-04 4.839004281162781040e-04 6.688442879230056771e-04 1.288191954849591267e-04 7.031255484324760129e-03 1.862929559957997999e-02 5.319637737207412176e-01
5.293114478787382948e-01 1.920306091412268129e-02 6.977759081979182168e-03 1.375376487916270794e-04 6.516809357276976593e-04 4.878061867388402365e-04 3.720609189991643776e-04 3.405017014111120783e-04 3.405017014111120783e-04 3.720609189991643776e-04 4.878061867394063527e-04 6.516809357275090081e-04 1.375376487918156493e-04 6.977759081979182168e-03 1.920306091412268129e-02 5.293114478787382948e-01
5.265237839161300837e-01 1.971125672845843585e-02 6.922608814818515845e-03 1.466198628651381051e-04 6.338117141360953858e-04 4.911208156945138332e-04 3.607623435570514459e-04 3.404966737557173695e-04 3.404966737557173695e-04 3.607623435572401512e-04 4.911208156945138332e-04 6.338117141362841454e-04 1.466198628651381051e-04 6.922608814818704062e-03 1.971125672845862667e-02 5.265237839161300837e-01
5.236134778850900506e-01 2.015815429036732151e-02 6.866158411958313626e-03 1.559810877027113817e-04 6.154898673178106584e-04 4.938654319019184337e-04 3.502418014572463768e-04 3.409721944082973362e-04 3.409721944082973362e-04 3.502418014572463768e-04 4.938654319019184337e-04 6.154898673179993096e-04 1.559810877023342149e-04 6.866158411958124541e-03 2.015815429036751233e-02 5.236134778850900506e-01
